Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2005,PG,12,Sergo Atuashvili,CHA,3,3.7,0.0,0.0,4.4,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,4.4,4.4,4.4,0.0,8.7,0.0,0.0
2005,PG,13,Yannick Martinello,GRV,2,1.0,0.0,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2005,PG,14,Mahamadou Baradji,JLB,3,1.7,0.0,0.0,38.4,.000,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,9.6,9.6
2005,PG,15,Thomas Vergnes,HYT,6,5.2,3.1,1.5,3.1,.500,0.0,0.0,.000,0.0,0.0,.000,0.0,0.0,0.0,0.0,0.0,0.0,3.1,3.1
2005,PG,16,Ronald Galatte,STR,6,5.2,4.6,1.5,9.3,.167,1.5,6.2,.250,0.0,0.0,.000,0.0,3.1,3.1,6.2,1.5,0.0,4.6,7.7
2005,PG,17,Rida El Amrani,JAV,4,5.0,4.8,2.4,4.8,.500,0.0,0.0,.000,0.0,0.0,.000,4.8,7.2,12.0,7.2,0.0,0.0,0.0,2.4
2005,PG,18,Jacques Wampfler,HYT,20,9.2,5.0,2.1,9.4,.222,0.0,1.0,.000,0.8,1.0,.750,4.2,1.8,6.0,2.3,1.3,0.0,2.1,6.5
2005,PG,19,Jonathan Aka,PAU,2,4.5,5.3,0.0,0.0,.000,0.0,0.0,.000,5.3,10.7,.500,5.3,0.0,5.3,0.0,0.0,0.0,0.0,16.0
2005,PG,20,Gautier Lemon,JLB,10,3.6,5.3,2.7,8.0,.333,0.0,1.3,.000,0.0,0.0,.000,1.3,2.7,4.0,0.0,1.3,0.0,1.3,6.7
2005,PG,21,Mehdi Labeyrie,LYV,9,6.0,5.3,2.7,11.6,.231,0.0,2.7,.000,0.0,0.0,.000,2.7,2.7,5.3,2.7,1.8,0.9,6.2,7.1
2005,PG,22,Xavier Corosine,PLV,9,6.1,6.1,2.6,6.1,.429,0.9,2.6,.333,0.0,0.0,.000,0.9,3.5,4.4,1.7,3.5,0.0,4.4,3.5
2005,PG,23,Chris Garner,PLV,2,25.5,7.5,1.9,8.5,.222,1.9,5.6,.333,1.9,1.9,1.000,2.8,2.8,5.6,5.6,1.9,0.0,2.8,6.6
2005,PG,24,Mickael Toti,RCB,15,5.9,7.6,2.2,9.8,.222,1.1,6.0,.182,2.2,3.3,.667,1.6,2.7,4.4,2.7,1.1,0.0,2.7,2.2
2005,PG,25,Antoine Hyman,CHO,10,8.8,7.6,3.3,9.3,.353,0.0,0.0,.000,1.1,4.4,.250,2.2,6.0,8.2,0.5,0.0,2.7,4.9,5.5
2005,PG,26,Etienne Plateau,DIJ,20,8.1,7.7,2.7,10.1,.265,1.2,5.6,.211,1.2,1.5,.800,0.3,2.4,2.7,3.9,1.2,0.0,3.6,2.7
2005,PG,27,Nikola Jestratijevic,PLV,2,6.0,8.0,4.0,12.0,.333,0.0,0.0,.000,0.0,0.0,.000,4.0,8.0,12.0,0.0,0.0,0.0,0.0,8.0
2005,PG,28,Anthony Christophe,HYT,27,9.5,8.0,3.2,7.7,.415,0.7,3.0,.250,0.9,1.9,.500,1.1,3.7,4.9,4.5,3.4,0.0,2.8,7.1
2005,PG,29,Erwan Fournier,HYT,7,5.0,8.2,4.1,11.0,.375,0.0,0.0,.000,0.0,2.7,.000,2.7,1.4,4.1,1.4,2.7,2.7,4.1,13.7
2005,PG,30,Kris Morlende,SLH,4,17.5,8.2,3.4,8.9,.385,0.7,4.1,.167,0.7,2.7,.250,1.4,2.7,4.1,7.5,2.1,0.0,4.8,7.5
2005,PG,31,Moncade Frederic,CEC,29,21.1,8.3,2.9,7.0,.411,0.4,2.8,.139,2.1,2.7,.771,0.4,2.9,3.3,7.0,2.2,0.1,3.5,6.0
2005,PG,32,Kevin Corre,LEM,9,4.3,8.6,2.5,6.2,.400,0.0,0.0,.000,3.7,4.9,.750,1.2,3.7,4.9,6.2,1.2,0.0,1.2,13.5
2005,PG,33,Romain Malet,CHO,21,11.0,8.9,3.1,9.4,.333,1.5,5.4,.269,1.2,2.3,.545,1.2,3.7,5.0,6.9,2.5,0.0,4.6,6.2
2005,PG,34,Rudy Picardo,CEC,9,5.2,9.2,3.1,6.1,.500,0.0,1.0,.000,3.1,4.1,.750,0.0,1.0,1.0,7.1,0.0,0.0,4.1,7.1
2005,PG,35,Corey Crowder,CHA,31,15.6,9.5,3.5,9.1,.380,1.8,6.1,.290,0.8,1.3,.615,1.8,6.0,7.8,1.8,2.2,0.0,1.6,4.6
2005,PG,36,Steven Ganmavo,DIJ,5,1.0,9.6,0.0,9.6,.000,0.0,0.0,.000,9.6,19.2,.500,0.0,9.6,9.6,0.0,0.0,0.0,0.0,19.2
2005,PG,37,Perrier-David Pascal,DIJ,12,22.9,9.6,3.3,8.9,.373,0.3,2.8,.125,2.6,3.0,.882,0.9,2.8,3.7,8.6,1.4,0.0,3.3,4.5
2005,PG,38,Dounia Issa,CLER,31,15.3,10.1,4.1,7.9,.513,0.2,0.8,.250,1.8,4.0,.462,7.2,6.6,13.8,1.6,2.7,2.7,3.1,6.5
2005,PG,39,Pierric Poupet,JLB,20,16.6,10.3,3.0,10.4,.292,1.7,5.6,.308,2.5,2.9,.850,1.0,3.3,4.3,5.9,2.3,0.0,6.9,5.6
2005,PG,40,Mike Wiatre,JAV,7,17.9,10.4,4.2,8.8,.478,1.2,4.2,.273,0.8,1.9,.400,1.9,4.6,6.5,5.8,3.5,0.4,1.5,1.5
2005,PG,41,Benjamain Rey,CLER,15,4.0,10.4,4.8,13.6,.353,0.0,0.0,.000,0.8,0.8,1.000,2.4,8.0,10.4,0.8,4.0,1.6,4.8,12.0
2005,PG,42,Kiaku Tomaku,RCB,24,20.5,10.4,3.7,7.4,.500,0.6,1.9,.300,2.4,2.8,.862,1.7,3.7,5.4,5.9,2.4,0.1,3.3,5.9
2005,PG,43,Souarata Cisse,PAU,13,5.2,10.7,4.3,12.9,.333,0.7,5.0,.143,1.4,2.9,.500,0.7,2.1,2.9,2.9,0.7,0.0,5.0,10.0
2005,PG,44,Fabrice Periac,CLER,28,11.0,10.8,3.8,13.0,.289,2.2,8.1,.269,1.1,1.3,.875,1.6,3.3,4.8,4.8,2.2,0.0,5.0,6.7
