PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,Year,Season,COLLEGE,COUNTRY,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,JERSEY_NUMBER,POSITION,HEIGHT,WEIGHT,FROM_YEAR,TO_YEAR,PLAYER_HEIGHT_METERS
717,Arvydas Sabonis,1610612757,POR,32.0,69,43,26,0.623,51.3,9.6,19.2,0.498,1.4,3.8,0.371,6.5,8.4,0.777,3.3,12.6,15.9,4.3,4.4,1.8,2.4,1.0,5.9,0.0,27.0,1996-97,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,32.0,4,1,3,0.25,53.9,9.0,21.1,0.429,1.0,4.0,0.25,3.5,4.0,0.875,4.0,9.0,13.1,4.5,4.5,1.5,1.5,2.5,9.5,4.0,22.6,1996-97,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,33.0,73,40,33,0.548,52.1,9.1,18.5,0.493,0.7,2.6,0.261,7.2,9.1,0.798,3.3,13.0,16.3,4.9,4.2,1.5,1.8,1.0,6.0,0.0,26.1,1997-98,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,33.0,4,1,3,0.25,53.0,9.0,19.9,0.45,0.5,1.0,0.5,6.0,7.0,0.857,3.5,11.9,15.4,3.0,5.0,3.5,1.5,3.5,9.5,0.0,24.4,1997-98,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,34.0,50,35,15,0.7,53.3,9.2,18.9,0.485,0.3,0.9,0.292,5.3,6.9,0.771,3.5,12.1,15.5,4.7,3.4,1.3,2.5,1.3,5.8,0.0,23.9,1998-99,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,34.0,13,7,6,0.538,55.9,6.4,16.1,0.398,0.1,0.7,0.2,5.6,6.1,0.907,1.7,14.6,16.3,4.1,2.7,2.1,2.1,1.4,5.0,0.0,18.6,1998-99,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,35.0,66,50,16,0.758,52.2,9.4,18.5,0.505,0.2,0.6,0.368,5.2,6.1,0.843,3.0,12.9,15.9,3.7,3.0,1.3,2.4,0.7,5.7,0.4,24.1,1999-00,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,35.0,16,10,6,0.625,55.8,7.7,17.0,0.453,0.7,2.4,0.286,4.4,5.6,0.796,2.2,10.0,12.1,3.5,2.9,1.6,1.5,1.0,6.7,0.3,20.5,1999-00,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,36.0,61,37,24,0.607,52.1,9.9,20.8,0.479,0.0,0.6,0.067,4.9,6.3,0.776,2.1,11.3,13.3,3.7,3.4,1.6,2.5,1.0,5.5,0.0,24.8,2000-01,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,36.0,3,0,3,0.0,51.8,6.9,14.4,0.483,0.0,1.0,0.0,3.0,4.0,0.75,4.0,8.4,12.4,4.0,1.0,0.5,3.5,0.5,5.9,0.0,16.8,2000-01,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,38.0,78,48,30,0.615,51.7,7.4,15.5,0.476,0.1,0.3,0.5,5.5,7.1,0.787,3.8,10.6,14.4,6.1,3.2,2.6,2.1,0.9,6.1,0.0,20.5,2002-03,Regular Season,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
717,Arvydas Sabonis,1610612757,POR,38.0,6,2,4,0.333,50.1,13.8,20.7,0.667,0.0,0.0,0.0,6.9,8.6,0.8,3.4,10.3,13.8,2.9,3.4,2.3,2.3,1.7,8.0,0.0,34.5,2002-03,Playoffs,,Lithuania,1986,1,24,11,C,7-3,292.0,1995,2002,2.21
49,Gheorghe Muresan,1610612764,WAS,26.0,73,39,34,0.534,51.6,9.2,15.2,0.604,0.0,0.0,0.0,3.4,5.6,0.618,4.0,9.5,13.5,0.8,3.3,1.2,2.7,0.8,6.4,0.1,21.8,1996-97,Regular Season,,Romania,1993,2,30,77,C,7-7,303.0,1993,1999,2.31
49,Gheorghe Muresan,1610612764,WAS,26.0,3,0,3,0.0,52.8,3.0,6.8,0.444,0.0,0.0,0.0,5.3,6.1,0.875,1.5,12.1,13.6,0.0,8.3,0.0,3.0,0.8,4.5,3.0,11.4,1996-97,Playoffs,,Romania,1993,2,30,77,C,7-7,303.0,1993,1999,2.31
49,Gheorghe Muresan,1610612751,NJN,28.0,1,1,0,1.0,38.3,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1998-99,Regular Season,,Romania,1993,2,30,77,C,7-7,303.0,1993,1999,2.31
49,Gheorghe Muresan,1610612751,NJN,29.0,30,7,23,0.233,48.3,7.3,16.1,0.456,0.0,0.0,0.0,4.1,6.8,0.605,4.3,7.9,12.2,1.6,2.9,0.0,2.2,1.3,9.3,0.4,18.8,1999-00,Regular Season,,Romania,1993,2,30,77,C,7-7,303.0,1993,1999,2.31
1037,Stojko Vrankovic,1610612750,MIN,33.0,53,24,29,0.453,52.0,5.3,9.4,0.561,0.0,0.0,0.0,1.7,2.5,0.676,3.9,7.5,11.4,0.9,3.5,0.7,4.5,0.8,8.2,0.0,12.3,1996-97,Regular Season,,Croatia,Undrafted,Undrafted,Undrafted,11,C,7-2,260.0,1990,1998,2.18
1037,Stojko Vrankovic,1610612750,MIN,33.0,1,0,1,0.0,58.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1996-97,Playoffs,,Croatia,Undrafted,Undrafted,Undrafted,11,C,7-2,260.0,1990,1998,2.18
1037,Stojko Vrankovic,1610612746,LAC,34.0,65,13,52,0.2,51.0,4.1,9.5,0.425,0.0,0.0,0.0,1.9,3.3,0.569,3.6,9.8,13.5,1.8,2.4,0.6,3.4,0.6,6.7,0.1,10.0,1997-98,Regular Season,,Croatia,Undrafted,Undrafted,Undrafted,11,C,7-2,260.0,1990,1998,2.18
1037,Stojko Vrankovic,1610612746,LAC,35.0,2,0,2,0.0,49.0,4.0,16.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,16.0,8.0,24.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,1998-99,Regular Season,,Croatia,Undrafted,Undrafted,Undrafted,11,C,7-2,260.0,1990,1998,2.18
958,Vitaly Potapenko,1610612739,CLE,22.0,80,40,40,0.5,55.3,8.3,18.9,0.44,0.0,0.1,0.5,4.1,5.6,0.736,4.7,5.0,9.7,1.8,4.9,1.2,1.5,1.8,9.6,0.2,20.8,1996-97,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612739,CLE,23.0,80,47,33,0.588,52.5,8.7,18.2,0.48,0.0,0.0,0.0,3.8,5.4,0.708,4.1,7.6,11.7,2.1,4.9,1.0,1.0,1.4,7.4,0.2,21.2,1997-98,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612739,CLE,23.0,4,1,3,0.25,59.2,5.0,12.5,0.4,0.0,0.0,0.0,4.2,8.3,0.5,2.5,6.7,9.2,2.5,5.0,1.7,0.0,3.3,6.7,0.0,14.2,1997-98,Playoffs,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612738,BOS,24.0,50,20,30,0.4,53.1,7.8,15.7,0.495,0.0,0.0,0.0,3.5,5.9,0.587,4.3,8.3,12.6,2.9,3.8,1.3,1.4,1.2,6.4,0.0,19.0,1998-99,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612738,BOS,25.0,79,35,44,0.443,49.2,8.4,16.9,0.499,0.0,0.0,0.0,3.0,4.4,0.681,5.0,8.7,13.7,2.1,4.0,1.1,0.8,1.3,6.6,0.5,19.8,1999-00,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612738,BOS,26.0,82,36,46,0.439,51.0,6.7,14.0,0.476,0.0,0.0,0.0,3.1,4.2,0.728,5.5,7.8,13.3,1.7,2.8,1.4,0.6,1.0,6.1,0.0,16.4,2000-01,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612738,BOS,27.0,79,47,32,0.595,50.6,5.2,11.3,0.455,0.0,0.0,0.0,3.3,4.5,0.742,6.3,6.8,13.1,1.1,2.4,1.4,0.7,1.2,6.5,0.0,13.7,2001-02,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612760,SEA,28.0,26,8,18,0.308,53.1,5.4,12.3,0.441,0.0,0.0,0.0,2.9,3.8,0.759,3.3,8.5,11.8,0.5,3.3,1.2,1.1,1.1,6.1,0.1,13.8,2002-03,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612760,SEA,29.0,65,29,36,0.446,53.4,7.5,15.4,0.489,0.0,0.0,0.0,2.2,3.5,0.641,3.8,7.1,10.9,2.0,2.9,0.8,1.1,0.9,6.0,0.0,17.2,2003-04,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612760,SEA,30.0,33,16,17,0.485,52.4,7.0,13.6,0.517,0.0,0.2,0.0,4.2,4.8,0.871,4.7,7.5,12.2,1.4,1.9,1.1,0.5,0.6,8.3,0.0,18.3,2004-05,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612760,SEA,30.0,5,2,3,0.4,51.1,7.1,14.3,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.3,5.7,10.0,0.0,0.0,0.0,0.0,2.9,11.4,0.0,14.3,2004-05,Playoffs,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612758,SAC,31.0,33,17,16,0.515,52.6,5.5,10.6,0.521,0.0,0.0,0.0,1.5,2.5,0.588,4.0,5.5,9.5,1.3,2.4,0.3,0.3,1.0,7.5,3.4,12.5,2005-06,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612758,SAC,31.0,4,1,3,0.25,45.0,9.5,19.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,4.8,0.0,4.8,0.0,0.0,4.8,0.0,0.0,9.5,0.0,19.0,2005-06,Playoffs,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
958,Vitaly Potapenko,1610612758,SAC,32.0,3,1,2,0.333,44.4,0.0,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.9,0.0,6.9,0.0,0.0,3.4,10.3,0.0,0.0,2006-07,Regular Season,Wright State,Ukraine,1996,1,12,20,C,6-10,285.0,1996,2006,2.08
124,Vlade Divac,1610612766,CHH,29.0,81,53,28,0.654,53.7,7.9,16.0,0.494,0.2,0.9,0.234,3.3,4.9,0.683,4.6,9.1,13.7,5.7,3.6,1.9,3.4,1.1,5.2,0.1,19.4,1996-97,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612766,CHH,29.0,3,0,3,0.0,54.4,9.9,21.6,0.457,0.0,1.4,0.0,5.6,7.0,0.8,6.1,6.1,12.2,4.7,2.8,1.4,2.8,2.3,5.2,2.8,25.4,1996-97,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612766,CHH,30.0,64,40,24,0.625,52.4,7.8,15.6,0.498,0.1,0.4,0.214,3.8,5.5,0.691,5.3,9.7,15.1,5.0,3.3,2.4,2.7,1.0,5.2,0.0,19.4,1997-98,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612766,CHH,30.0,9,4,5,0.444,55.3,6.8,14.0,0.483,0.0,0.2,0.0,3.2,5.3,0.606,4.0,11.8,15.8,5.0,3.5,1.1,2.3,1.6,5.5,0.2,16.7,1997-98,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,31.0,50,27,23,0.54,48.9,7.3,15.5,0.47,0.3,1.2,0.256,5.0,7.1,0.702,3.9,10.0,13.9,6.0,3.6,1.2,1.4,1.3,4.6,0.1,19.9,1998-99,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,31.0,5,2,3,0.4,52.2,6.6,14.8,0.446,0.3,1.3,0.2,7.9,9.5,0.833,2.4,10.8,13.2,6.1,5.0,2.1,1.1,1.1,4.5,0.3,21.4,1998-99,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,32.0,82,44,38,0.537,46.6,7.5,15.0,0.503,0.1,0.5,0.269,4.5,6.5,0.691,3.4,9.4,12.9,4.8,3.7,2.0,2.0,1.4,4.9,1.2,19.7,1999-00,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,32.0,5,2,3,0.4,51.7,6.4,18.0,0.357,0.0,0.6,0.0,5.1,7.4,0.696,2.9,8.7,11.6,4.5,2.9,2.3,1.3,2.3,7.1,1.3,18.0,1999-00,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,33.0,81,55,26,0.679,49.6,7.5,15.5,0.482,0.1,0.3,0.286,5.0,7.2,0.691,4.2,9.6,13.8,4.7,3.9,1.8,1.9,1.7,5.0,0.0,20.0,2000-01,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,33.0,8,3,5,0.375,47.4,5.9,16.8,0.35,0.2,0.6,0.333,6.1,8.0,0.763,4.2,9.9,14.1,4.0,3.8,1.7,2.5,1.9,5.3,0.0,18.1,2000-01,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,34.0,80,59,21,0.738,49.5,6.9,14.7,0.472,0.1,0.3,0.231,4.3,7.0,0.615,4.2,9.5,13.7,6.1,3.2,1.6,1.9,1.3,4.7,0.0,18.2,2001-02,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,34.0,16,10,6,0.625,50.9,6.6,14.3,0.464,0.2,0.7,0.286,7.0,9.3,0.755,4.4,9.8,14.2,2.6,3.5,1.7,1.9,1.6,7.2,0.0,20.5,2001-02,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,35.0,80,59,21,0.738,49.5,6.3,13.6,0.466,0.1,0.5,0.24,3.7,5.2,0.713,3.3,8.6,11.9,5.7,3.2,1.7,2.2,1.3,5.0,0.0,16.5,2002-03,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,35.0,12,7,5,0.583,50.2,8.1,14.4,0.56,0.0,0.0,0.0,5.6,8.3,0.673,4.8,6.2,11.0,4.3,2.5,1.3,1.7,1.0,6.0,0.0,21.7,2002-03,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,36.0,81,54,27,0.667,50.7,6.9,14.6,0.47,0.0,0.3,0.154,3.7,5.7,0.654,3.0,7.2,10.1,9.5,3.8,1.2,1.7,1.6,4.9,0.0,17.5,2003-04,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612758,SAC,36.0,12,7,5,0.583,51.8,6.8,15.6,0.437,0.0,0.0,0.0,3.7,5.1,0.739,4.8,8.1,13.0,4.8,3.1,0.9,1.1,1.3,6.8,0.0,17.4,2003-04,Playoffs,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
124,Vlade Divac,1610612747,LAL,37.0,15,7,8,0.467,50.5,5.0,12.0,0.419,0.0,0.0,0.0,3.1,4.6,0.667,6.9,5.4,12.4,7.3,5.4,1.5,0.4,1.9,9.7,0.0,13.1,2004-05,Regular Season,,Serbia,1989,1,26,21,C,7-1,260.0,1989,2004,2.16
440,Zan Tabak,1610612761,TOR,27.0,13,6,7,0.462,51.6,7.6,16.8,0.451,0.0,0.0,0.0,4.7,6.9,0.69,4.7,6.9,11.6,3.3,5.0,1.4,2.6,1.2,8.3,0.2,19.9,1996-97,Regular Season,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
440,Zan Tabak,1610612738,BOS,28.0,57,16,41,0.281,51.7,7.5,16.0,0.467,0.0,0.1,0.0,1.2,3.2,0.377,4.4,6.7,11.1,2.5,3.2,1.1,2.0,0.8,8.6,0.0,16.1,1997-98,Regular Season,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
440,Zan Tabak,1610612754,IND,30.0,18,11,7,0.611,46.1,6.5,13.9,0.471,0.0,0.0,0.0,2.0,3.3,0.625,6.5,6.5,13.1,1.6,4.5,1.2,3.7,2.0,5.3,0.0,15.1,1999-00,Regular Season,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
440,Zan Tabak,1610612754,IND,30.0,10,6,4,0.6,46.8,4.2,8.4,0.5,0.0,0.0,0.0,4.2,4.2,1.0,4.2,12.6,16.8,0.0,1.1,0.0,2.1,2.1,10.5,0.0,12.6,1999-00,Playoffs,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
440,Zan Tabak,1610612754,IND,31.0,55,29,26,0.527,52.1,6.6,12.5,0.527,0.0,0.0,0.0,1.3,3.2,0.426,4.4,10.0,14.3,2.2,3.8,0.7,2.0,0.7,8.4,0.0,14.5,2000-01,Regular Season,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
440,Zan Tabak,1610612754,IND,31.0,2,1,1,0.5,48.7,0.0,19.0,0.0,0.0,0.0,0.0,4.8,9.5,0.5,14.3,0.0,14.3,0.0,0.0,0.0,0.0,14.3,9.5,0.0,4.8,2000-01,Playoffs,,Croatia,1991,2,51,55,C,7-0,257.0,1994,2000,2.13
980,Zydrunas Ilgauskas,1610612739,CLE,23.0,82,47,35,0.573,52.3,10.0,19.3,0.518,0.0,0.1,0.25,5.1,6.6,0.762,6.1,9.8,15.9,1.6,3.2,1.1,3.0,1.2,6.3,0.0,25.1,1997-98,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,23.0,4,1,3,0.25,57.3,10.9,19.1,0.571,0.0,0.0,0.0,5.1,9.8,0.52,5.5,6.3,11.7,0.8,3.9,0.8,2.0,2.7,8.6,0.4,27.0,1997-98,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,24.0,5,2,3,0.4,54.3,9.2,18.2,0.509,0.0,0.0,0.0,5.7,9.6,0.6,5.4,8.6,14.0,1.3,2.9,1.3,2.2,1.3,7.6,0.0,24.2,1998-99,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,26.0,24,15,9,0.625,53.0,9.8,20.2,0.487,0.0,0.2,0.0,4.6,6.7,0.679,5.6,8.2,13.8,1.6,5.2,1.3,3.2,1.5,6.7,0.0,24.3,2000-01,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,27.0,62,23,39,0.371,53.1,9.6,22.7,0.425,0.0,0.2,0.0,8.3,11.0,0.754,5.4,7.9,13.3,2.8,3.8,0.7,3.4,1.7,7.5,0.1,27.6,2001-02,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,28.0,81,17,64,0.21,50.1,10.2,23.1,0.441,0.0,0.1,0.0,8.2,10.5,0.781,4.9,7.6,12.6,2.6,4.3,1.2,3.1,1.6,5.6,0.0,28.6,2002-03,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,29.0,81,34,47,0.42,51.7,9.5,19.6,0.483,0.0,0.1,0.286,6.2,8.3,0.746,5.7,7.6,13.3,2.2,3.3,0.8,4.1,1.7,5.6,0.0,25.1,2003-04,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,30.0,78,40,38,0.513,53.0,9.3,19.8,0.468,0.0,0.1,0.286,8.1,10.2,0.799,6.1,7.6,13.6,2.0,3.9,1.1,3.3,1.5,6.3,0.0,26.7,2004-05,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,31.0,78,48,30,0.615,53.1,10.5,20.7,0.506,0.0,0.1,0.0,7.4,8.8,0.834,5.7,8.0,13.7,2.1,3.6,0.9,3.2,1.2,6.5,6.8,28.3,2005-06,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,31.0,13,7,6,0.538,56.6,8.6,19.0,0.454,0.0,0.0,0.0,4.3,5.8,0.75,5.3,7.8,13.1,1.6,3.8,0.8,4.3,1.3,7.3,4.2,21.6,2005-06,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,32.0,78,48,30,0.615,53.0,9.6,19.7,0.485,0.0,0.0,0.0,3.9,4.8,0.807,6.0,8.9,14.9,3.1,3.5,1.2,2.4,0.8,6.4,4.1,23.0,2006-07,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,32.0,20,12,8,0.6,55.3,8.3,16.8,0.492,0.0,0.0,0.0,4.9,5.8,0.838,5.6,10.8,16.5,1.5,2.7,0.8,1.4,0.3,5.1,4.4,21.4,2006-07,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,33.0,73,41,32,0.562,52.3,9.8,20.7,0.474,0.0,0.0,0.0,4.6,5.7,0.802,6.2,9.9,16.1,2.4,3.2,0.8,2.8,1.0,5.8,3.9,24.2,2007-08,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,33.0,13,7,6,0.538,55.4,9.4,19.7,0.479,0.0,0.0,0.0,5.1,6.2,0.818,4.6,9.2,13.8,3.0,3.0,0.7,2.0,1.4,4.9,5.9,23.9,2007-08,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,34.0,65,55,10,0.846,53.3,10.3,21.8,0.472,0.5,1.2,0.385,4.2,5.2,0.799,4.7,10.0,14.8,1.9,2.7,0.8,2.5,1.0,5.5,3.7,25.3,2008-09,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,34.0,14,10,4,0.714,54.9,8.4,18.6,0.449,0.3,1.8,0.154,2.8,4.5,0.636,3.6,11.1,14.7,2.3,1.2,0.7,1.8,0.8,6.3,3.4,19.8,2008-09,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,35.0,64,47,17,0.734,52.1,7.5,17.0,0.443,0.4,0.9,0.478,2.9,3.9,0.743,4.4,9.0,13.4,1.9,2.5,0.5,1.9,0.8,7.1,3.0,18.4,2009-10,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612739,CLE,35.0,7,4,3,0.571,48.3,3.5,9.2,0.385,0.0,0.0,0.0,1.4,2.1,0.667,4.9,2.8,7.7,2.1,0.7,0.0,4.9,0.0,7.0,2.1,8.5,2009-10,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612748,MIA,36.0,72,51,21,0.708,52.1,7.4,14.5,0.508,0.0,0.0,0.0,1.6,2.1,0.783,4.9,8.1,13.1,1.2,2.4,1.0,2.6,0.5,8.4,2.0,16.4,2010-11,Regular Season,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
980,Zydrunas Ilgauskas,1610612748,MIA,36.0,9,7,2,0.778,53.7,7.3,15.5,0.467,0.0,0.0,0.0,2.1,3.1,0.667,7.8,8.8,16.6,1.6,4.7,0.0,1.6,1.0,8.3,3.1,16.6,2010-11,Playoffs,,Lithuania,1996,1,20,11,C,7-3,260.0,1997,2010,2.21
1743,Bruno Sundov,1610612742,DAL,19.0,3,1,2,0.333,43.3,8.0,28.0,0.286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,16.0,0.0,16.0,1998-99,Regular Season,,Croatia,1998,2,35,14,C,7-2,260.0,1998,2004,2.18
1743,Bruno Sundov,1610612742,DAL,20.0,14,7,7,0.5,42.7,8.5,21.8,0.387,0.0,0.0,0.0,1.4,1.4,1.0,3.5,4.9,8.5,1.4,2.8,1.4,1.4,3.5,11.3,1.4,18.3,1999-00,Regular Season,,Croatia,1998,2,35,14,C,7-2,260.0,1998,2004,2.18
1743,Bruno Sundov,1610612754,IND,21.0,11,2,9,0.182,49.1,8.0,16.5,0.488,0.0,1.6,0.0,1.2,2.0,0.6,1.6,7.6,9.2,0.8,1.2,0.8,1.6,0.4,8.4,0.0,17.3,2000-01,Regular Season,,Croatia,1998,2,35,14,C,7-2,260.0,1998,2004,2.18
1743,Bruno Sundov,1610612754,IND,22.0,22,11,11,0.5,45.7,8.6,21.5,0.4,0.0,0.5,0.0,0.0,1.1,0.0,3.8,7.5,11.3,1.6,2.2,1.6,1.6,0.5,8.6,0.0,17.2,2001-02,Regular Season,,Croatia,1998,2,35,14,C,7-2,260.0,1998,2004,2.18
1743,Bruno Sundov,1610612754,IND,22.0,1,1,0,1.0,35.3,16.7,16.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.3,2001-02,Playoffs,,Croatia,1998,2,35,14,C,7-2,260.0,1998,2004,2.18
