Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,SF,5,Jake Lawrence,SIB,20,23.1,21.3,7.9,19.7,.402,5.0,13.8,.361,0.5,0.9,.556,0.8,3.3,4.2,2.5,1.1,0.1,2.1,4.4
2023,SF,6,Lukas Bobek,SIB,13,3.7,21.2,7.1,15.2,.467,5.1,8.1,.625,2.0,2.0,1.000,1.0,1.0,2.0,1.0,3.0,1.0,4.0,6.1
2023,SF,7,Luksa Buljevic,ZAB,23,32.5,21.2,7.3,17.8,.410,3.7,9.8,.373,3.0,3.8,.780,0.8,5.3,6.1,2.9,1.7,0.1,3.6,3.1
2023,SF,8,Lovre Runjic,SPL,38,22.8,20.6,7.7,15.4,.498,1.7,4.9,.352,3.6,5.4,.663,1.3,4.8,6.0,3.6,2.5,0.7,3.1,4.5
2023,SF,9,Boris Tisma,SPL,26,18.0,20.4,7.2,17.6,.407,3.6,9.5,.376,2.5,4.3,.571,2.9,6.5,9.3,2.9,2.5,1.1,2.5,5.7
2023,SF,10,Ivan Perasovic,CIB,29,18.6,20.3,7.7,13.4,.576,2.8,6.5,.425,2.1,3.1,.686,1.5,4.4,5.9,2.7,1.1,1.2,0.9,4.5
2023,SF,11,Ivan Vucic,DIN,35,27.6,20.3,7.1,14.1,.500,1.9,4.9,.398,4.2,6.9,.612,2.6,7.2,9.7,4.8,1.6,0.7,4.6,6.1
2023,SF,12,Antonio Sikiric,ZAD,34,8.0,19.3,6.9,13.3,.520,1.8,5.5,.323,3.7,4.4,.840,3.4,5.3,8.7,3.9,1.1,0.7,3.2,6.9
2023,SF,13,Jure Gunjina,VEL,20,24.7,19.1,6.4,16.1,.400,3.0,9.5,.316,3.2,4.0,.805,1.2,9.8,11.0,4.9,1.2,0.0,3.2,3.6
2023,SF,14,Leon Santelj,ZAD,35,15.7,18.6,6.3,13.0,.483,1.8,5.9,.309,4.2,5.7,.727,2.3,5.2,7.5,2.7,1.9,0.3,2.6,6.7
2023,SF,15,Marin Vrucinic,DIN,30,21.4,18.2,6.6,15.3,.434,2.9,6.4,.459,2.0,2.3,.871,0.3,3.8,4.1,5.8,1.0,0.1,3.0,4.7
2023,SF,16,Ante Krapic,BOS,28,20.0,17.4,5.6,15.1,.369,2.9,9.9,.296,3.3,4.5,.736,1.6,6.6,8.2,3.3,1.3,0.3,2.9,4.1
2023,SF,17,Gabriel Maric,ALK,15,20.0,17.0,5.8,12.3,.468,2.9,6.9,.419,2.6,3.2,.800,1.3,3.5,4.8,1.6,1.4,0.3,2.6,4.5
2023,SF,18,Renato Serdarusic,CEJR,35,21.5,16.9,6.0,12.7,.470,1.4,4.5,.310,3.5,4.5,.775,2.5,8.0,10.5,3.1,1.5,1.3,2.8,4.1
2023,SF,19,Mario Rajcic,SRKL,27,30.5,16.7,5.9,12.7,.463,2.9,7.4,.386,2.0,3.1,.660,1.6,4.6,6.1,3.6,0.9,0.4,2.5,5.6
2023,SF,20,Antonio Crnjevic,ZAB,31,25.1,16.6,6.0,12.7,.473,0.9,3.9,.222,3.8,5.4,.701,2.8,6.4,9.2,3.6,1.6,0.1,3.2,5.3
2023,SF,21,Mihael Kos,DUB,21,21.6,16.6,6.8,15.2,.444,1.5,4.1,.359,1.6,2.1,.750,3.7,4.4,8.1,3.5,1.8,0.0,4.0,5.8
