"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2020,G,10,Miha Fon,ROG,17.0,33.5,21.375,7.375,15.75,0.58375,3.875,7.625,0.625,2.875,4.25,0.86,0.625,4.375,5.0,3.375,2.625,0.75,3.5,4.75,2019,F,"6-4","198",Rogaska Crystal,Ljubljana,"2006 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,G,20,Maksim Gorbachov,ILI,24.0,21.125,13.375,4.625,15.5,0.36875,2.25,9.625,0.28875,1.875,3.375,0.70625,2.25,5.375,7.5,5.125,3.25,0.25,4.25,10.75,2022,SG,"6-4","170",Ilirija,Ljubljana,"2022 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2023,G,23,Maksim Gorbachov,ILI,16.0,18.75,17.5,6.0,17.75,0.4225,1.5,7.75,0.2425,4.0,4.75,1.0525,0.75,4.5,5.25,9.75,2.75,0.25,4.0,11.0,2022,SG,"6-4","170",Ilirija,Ljubljana,"2022 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,G,21,Tomaz Jereb,SEN,27.0,23.875,12.875,4.375,11.875,0.46625,2.75,8.625,0.405,1.25,1.875,0.86,1.5,3.375,4.875,5.375,2.5,0.125,3.625,8.125,2019,SG,"6-4","190",Zlatorog,Maribor,"2013 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2020,G,14,Tomaz Jereb,ZLA,18.0,29.375,19.25,6.375,14.875,0.53625,3.75,10.625,0.43375,2.75,3.0,1.13125,0.875,4.0,4.875,5.875,3.75,0.875,6.625,7.5,2019,SG,"6-4","190",Zlatorog,Maribor,"2013 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2021,G,22,Tomaz Jereb,ZLA,25.0,27.625,18.625,6.25,18.875,0.41625,3.5,12.375,0.35125,2.5,3.0,1.02625,1.75,3.5,5.25,7.625,2.375,0.5,4.625,8.125,2019,SG,"6-4","190",Zlatorog,Maribor,"2013 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,F,1,Blaz Mahkovic,KRK,4.0,24.625,43.5,12.25,19.875,0.76875,5.375,9.125,0.72875,13.75,15.25,1.125,4.625,5.375,9.875,6.875,2.25,0.0,3.75,9.875,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2020,F,2,Blaz Mahkovic,DOM,17.0,38.625,31.75,9.0,18.75,0.6025,3.25,9.125,0.4375,10.5,12.25,1.075,1.125,5.75,6.875,6.375,3.25,0.625,3.5,5.75,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2021,F,4,Blaz Mahkovic,DOM,28.0,37.75,29.375,9.0,18.625,0.59875,3.25,8.0,0.51375,8.25,10.625,0.97375,2.125,6.375,8.5,6.25,3.875,0.75,3.75,5.875,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2022,G,5,Blaz Mahkovic,DOM,27.0,32.375,29.0,8.625,19.0,0.57125,3.875,9.25,0.52125,7.75,10.375,0.94,2.0,7.75,9.75,7.5,2.25,0.875,4.5,6.5,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2023,G,2,Blaz Mahkovic,DOM,33.0,37.625,33.125,9.5,20.5,0.58125,4.125,10.5,0.49125,10.0,11.5,1.08,1.75,6.125,7.875,7.75,2.5,0.5,4.0,4.75,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2024,F,2,Blaz Mahkovic,DOM,18.0,38.875,34.25,9.625,21.5,0.5625,3.5,10.75,0.4125,11.375,13.625,1.04375,1.5,4.75,6.25,9.75,3.125,0.375,5.625,5.875,2019,SF,"6-6","198",Helios Domzale,Kranj,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,F,2,Davor Konjevic,SEN,27.0,45.875,32.625,10.0,21.625,0.5825,4.0,9.875,0.50875,8.5,10.75,0.99625,1.0,12.0,13.0,5.75,3.0,0.125,4.25,4.375,2019,GF,"6-6","191",Helios Domzale,Rijeka,"2012 NBA Draft, Undrafted",Croatia,Slovenian SKL
2020,G,8,Davor Konjevic,DOM,18.0,37.75,26.0,8.875,23.25,0.47375,3.625,10.875,0.41625,4.625,5.875,0.99,1.0,7.0,8.0,4.625,2.375,0.125,3.75,5.25,2019,GF,"6-6","191",Helios Domzale,Rijeka,"2012 NBA Draft, Undrafted",Croatia,Slovenian SKL
2019,F,3,Simo Atanackovic,POL,30.0,30.25,32.25,12.0,23.0,0.65375,2.75,8.25,0.425,5.25,7.75,0.85125,3.0,8.625,11.625,3.0,2.125,0.875,3.25,6.5,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2020,F,3,Simo Atanackovic,POL,19.0,31.5,33.25,12.25,23.625,0.65125,2.75,8.875,0.3875,5.875,8.75,0.83875,2.0,6.375,8.375,2.125,3.125,0.75,2.25,7.875,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2021,F,4,Simo Atanackovic,POD,26.0,38.0,32.875,12.5,24.5,0.63875,3.0,8.25,0.45125,5.625,7.625,0.91625,3.375,10.375,13.75,3.25,1.375,1.0,2.875,5.75,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2022,F,5,Simo Atanackovic,POD,34.0,40.875,31.625,11.75,22.875,0.64125,3.875,9.875,0.48875,4.375,6.125,0.88875,3.125,8.5,11.625,3.5,2.25,0.875,3.625,5.5,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2023,F,2,Simo Atanackovic,POD,29.0,36.375,35.375,12.875,23.625,0.68375,3.375,8.625,0.48125,6.125,8.625,0.89875,3.875,8.25,12.125,3.25,2.25,1.125,3.0,7.125,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2024,F,4,Simo Atanackovic,POD,24.0,42.75,29.375,10.5,22.375,0.58375,3.375,10.5,0.39875,5.0,7.125,0.88,2.75,7.125,9.875,4.375,2.375,0.75,2.75,5.5,2019,PF,"6-8","200",Hopsi Polzela,Loznica,"2012 NBA Draft, Undrafted",Serbia,Slovenian SKL
2019,F,4,Lance Harris,SIX,27.0,29.375,30.25,10.25,23.0,0.55375,4.0,11.0,0.4525,5.875,7.25,1.00625,0.875,6.375,7.125,5.5,1.75,0.25,2.75,3.625,2019,G,"6-5","190",Sixt Primorska,Columbia (MO),"2007 NBA Draft, Undrafted",United States,Slovenian SKL
2019,F,6,Dino Muric,SGG,30.0,36.0,23.875,9.25,24.625,0.46875,0.75,4.75,0.19875,4.625,7.875,0.73,3.625,10.75,14.375,3.5,2.125,1.125,3.375,5.5,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2020,F,1,Dino Muric,SGG,18.0,36.875,33.25,13.125,22.75,0.72125,0.875,2.875,0.385,6.125,10.25,0.74125,6.375,12.125,18.375,5.125,3.375,1.375,4.125,3.625,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2021,F,3,Dino Muric,SGG,17.0,44.625,31.125,13.0,23.125,0.705,0.875,3.375,0.33125,4.125,8.625,0.60375,6.875,13.0,19.875,4.125,2.625,1.625,3.5,3.625,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2022,F,8,Dino Muric,SGG,16.0,39.5,25.875,10.25,25.125,0.5075,1.5,6.0,0.31875,3.875,6.375,0.76375,5.125,12.625,17.75,6.0,2.125,1.875,4.25,4.375,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2023,F,3,Dino Muric,SGG,32.0,37.0,27.875,11.25,26.5,0.53,2.0,7.0,0.36,3.375,6.75,0.61875,4.125,12.5,16.625,5.625,2.5,0.875,4.375,4.75,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2024,F,6,Dino Muric,SGG,21.0,38.875,30.75,12.625,25.25,0.6225,1.75,5.0,0.43125,3.875,7.0,0.69125,5.0,9.375,14.375,4.0,3.375,1.25,4.25,4.75,2019,SF,"6-6","190",Sencur Gorenjska Gradbena Druzba Kranj,Ljubljana,"2012 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2019,F,7,Aleksandar Lazic,OLI,28.0,32.375,23.0,9.0,19.0,0.5875,2.75,8.125,0.42125,2.375,3.125,0.95375,4.0,10.625,14.625,3.875,2.625,0.75,3.25,7.0,2019,F,"6-7","200",Sixt Primorska,Milici,"2018 NBA Draft, Undrafted",Bosnia and Herzegovina,Slovenian SKL
2020,F,4,Aleksandar Lazic,SIX,17.0,33.125,28.625,10.5,18.375,0.715,2.75,9.0,0.39125,4.75,6.25,0.9575,3.5,11.0,14.375,4.375,2.625,1.25,4.25,5.875,2019,F,"6-7","200",Sixt Primorska,Milici,"2018 NBA Draft, Undrafted",Bosnia and Herzegovina,Slovenian SKL
2019,F,8,Marko Pajic,ROG,28.0,33.5,22.25,7.75,18.625,0.51875,3.0,10.5,0.3625,3.625,4.625,0.99125,2.25,8.125,10.25,2.75,1.5,0.875,2.125,4.875,2021,PF,"6-7","205",Ilirija,Ljubljana,"2014 NBA Draft, Undrafted",Slovenia,Slovenian SKL
2022,F,18,Marko Pajic,ILI,26.0,29.75,23.625,9.125,17.875,0.63875,2.25,6.125,0.45625,3.25,3.625,1.115,3.125,11.125,14.25,3.625,1.75,0.125,1.625,2.875,2021,PF,"6-7","205",Ilirija,Ljubljana,"2014 NBA Draft, Undrafted",Slovenia,Slovenian SKL
