"Year_x","Position","#","Player","Team_x","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_y","Pos","HT","WT","Team_y","Birth City","Draft Status","Nationality","League"
2019,G,11,Josh Young,RAS,38,30.625,29.75,10.25,23.125,0.5575,4.25,11.75,0.45375,4.875,6.0,1.02125,1.625,4.0,5.625,7.125,2.625,0.375,3.625,7.0,2019,G,"6-1",170,SC Rasta Vechta,Lawton (OK),"2010 NBA Draft, Undrafted",United States,German BBL
2020,G,7,Josh Young,RAS,20,30.125,31.5,11.25,24.0,0.5825,5.75,13.375,0.5375,3.375,4.875,0.865,1.5,4.0,5.5,7.875,1.5,0.0,4.125,6.0,2019,G,"6-1",170,SC Rasta Vechta,Lawton (OK),"2010 NBA Draft, Undrafted",United States,German BBL
2021,G,21,Josh Young,RAS,30,34.25,24.875,8.0,20.5,0.485,4.0,11.125,0.44375,5.0,6.125,1.02625,1.375,4.25,5.625,8.375,1.375,0.125,3.75,7.0,2019,G,"6-1",170,SC Rasta Vechta,Lawton (OK),"2010 NBA Draft, Undrafted",United States,German BBL
2019,G,12,Petteri Koponen,BAY,40,22.75,29.75,9.625,21.125,0.56625,6.0,13.875,0.54375,4.5,5.25,1.09125,0.375,3.75,4.25,6.25,1.375,0.125,3.375,4.5,2019,G,"6-4",195,Bayern Munich,Helsinki,"2007 Rnd 1 Pick 30",Finland,German BBL
2020,G,21,Petteri Koponen,BAY,25,23.125,26.25,7.875,15.875,0.62,5.875,11.625,0.625,4.625,5.0,1.15375,0.75,3.875,4.625,6.375,1.125,0.0,2.75,6.0,2019,G,"6-4",195,Bayern Munich,Helsinki,"2007 Rnd 1 Pick 30",Finland,German BBL
2019,G,15,Lamont Jones,LUD,31,33.375,28.0,10.375,25.0,0.5175,1.75,7.125,0.30625,5.625,6.625,1.0575,1.5,3.25,4.75,5.5,1.625,0.125,3.125,5.25,2019,G,"6-0",196,Fraport Skyliners,Harlem (NY),"2013 NBA Draft, Undrafted",United States,German BBL
2020,G,5,Lamont Jones,FRA,20,37.875,32.125,11.875,27.5,0.54125,2.5,8.375,0.3675,5.875,7.25,1.01,0.875,3.625,4.5,9.0,2.0,0.0,5.125,4.625,2019,G,"6-0",196,Fraport Skyliners,Harlem (NY),"2013 NBA Draft, Undrafted",United States,German BBL
2019,G,16,Patrick Miller,RUL,32,30.0,28.0,9.875,22.75,0.54125,0.75,4.875,0.18125,7.625,10.125,0.94,1.5,4.125,5.75,11.25,2.625,0.25,5.875,5.625,2022,G,"6-1",200,Brose Baskets Bamberg,Chicago (IL),"2014 NBA Draft, Undrafted",United States,German BBL
2023,G,2,Patrick Miller,BRO,26,32.375,41.0,14.125,27.625,0.6375,1.75,4.5,0.49,11.125,13.625,1.0125,3.25,3.875,7.125,13.875,2.75,0.5,6.125,5.75,2022,G,"6-1",200,Brose Baskets Bamberg,Chicago (IL),"2014 NBA Draft, Undrafted",United States,German BBL
2019,G,18,Joshiko Saibou,BER,34,18.75,26.25,9.125,19.375,0.5875,3.25,8.5,0.48625,4.875,6.0,1.005,2.5,4.125,6.625,5.0,2.25,0.25,4.0,5.625,2019,G,"6-2",176,Telekom Baskets Bonn,Berlin,"2012 NBA Draft, Undrafted",Germany,German BBL
2020,G,25,Joshiko Saibou,TBB,17,21.75,22.375,7.75,20.5,0.47,2.875,8.75,0.4075,4.125,5.125,1.0,2.0,6.5,8.5,5.75,1.625,0.25,3.625,6.875,2019,G,"6-2",176,Telekom Baskets Bonn,Berlin,"2012 NBA Draft, Undrafted",Germany,German BBL
2019,G,19,Cameron Wells,OLI,34,34.0,24.375,9.375,20.125,0.58125,1.375,3.875,0.445,4.25,4.75,1.115,0.125,3.5,3.625,12.5,1.75,0.625,3.5,3.625,2019,G,"6-1",195,s.Oliver Baskets,Houston (TX),"2011 NBA Draft, Undrafted",United States,German BBL
2020,G,3,Cameron Wells,OLI,20,36.5,33.25,12.5,22.75,0.69,2.5,5.125,0.6,5.625,6.125,1.165,0.75,4.5,5.25,11.25,1.875,0.375,5.25,3.875,2019,G,"6-1",195,s.Oliver Baskets,Houston (TX),"2011 NBA Draft, Undrafted",United States,German BBL
2022,G,25,Cameron Wells,BAY,21,30.25,23.0,7.875,18.875,0.52375,2.125,5.125,0.51125,5.125,6.25,1.01375,0.75,5.0,5.625,11.0,2.25,0.125,5.125,4.25,2019,G,"6-1",195,s.Oliver Baskets,Houston (TX),"2011 NBA Draft, Undrafted",United States,German BBL
2019,G,20,Ismet Akpinar,RUL,37,29.875,24.25,7.625,17.375,0.5475,4.0,10.25,0.48875,5.0,6.0,1.05125,1.25,3.375,4.5,7.625,1.25,0.125,4.0,5.875,2019,G,"6-4",176,Bayern Munich,Hamburg,"2017 NBA Draft, Undrafted",Germany,German BBL
2019,G,21,Jovan Novak,BC,30,37.125,23.875,7.0,16.0,0.54875,4.375,10.375,0.5225,5.5,7.125,0.97625,1.625,4.375,6.0,14.625,2.625,0.125,6.25,3.375,2019,G,"6-3",187,Mitteldeutscher BC,Vrsac,"2016 NBA Draft, Undrafted",Serbia,German BBL
2020,G,34,Jovan Novak,BC,20,33.375,18.5,5.75,13.875,0.51875,3.25,9.125,0.4475,3.875,4.625,1.03625,1.25,5.5,6.75,19.875,1.5,0.0,7.25,3.125,2019,G,"6-3",187,Mitteldeutscher BC,Vrsac,"2016 NBA Draft, Undrafted",Serbia,German BBL
2019,G,22,Trae Bell-Haynes,FRA,15,20.5,22.25,7.375,17.125,0.53625,0.75,3.625,0.25,6.875,7.625,1.12875,3.625,5.875,9.5,9.5,2.25,0.0,7.625,6.625,2020,G,"6-2",180,HARKO Merlins Crailsheim,Toronto,"2018 NBA Draft, Undrafted",Canada,German BBL
2021,G,4,Trae Bell-Haynes,CRA,38,34.75,38.75,11.5,24.375,0.5875,2.875,8.0,0.4525,12.875,14.875,1.0825,2.75,5.375,8.125,15.125,2.625,0.125,8.625,6.25,2020,G,"6-2",180,HARKO Merlins Crailsheim,Toronto,"2018 NBA Draft, Undrafted",Canada,German BBL
2019,G,23,Maodo Lo,BAY,41,24.375,21.75,8.125,16.25,0.6225,2.75,7.25,0.47625,2.75,3.375,1.0275,0.5,4.375,4.875,8.375,2.25,0.125,4.5,6.75,2019,G,"6-3",194,Bayern Munich,Berlin,"2016 NBA Draft, Undrafted",Germany,German BBL
2020,G,26,Maodo Lo,BAY,25,27.125,22.25,7.625,16.875,0.5675,3.375,9.625,0.43125,3.625,4.25,1.085,0.5,6.0,6.375,9.25,3.125,0.25,4.375,6.375,2019,G,"6-3",194,Bayern Munich,Berlin,"2016 NBA Draft, Undrafted",Germany,German BBL
2021,G,14,Maodo Lo,BER,37,24.625,28.25,9.375,20.5,0.575,3.625,9.625,0.47,5.75,7.125,1.00625,1.25,4.75,6.0,11.125,2.125,0.125,5.25,4.0,2019,G,"6-3",194,Bayern Munich,Berlin,"2016 NBA Draft, Undrafted",Germany,German BBL
