"Year","Position","#","Player","Team","GP","MPG","PPG","FGM","FGA","FG%","3PM","3PA","3P%","FTM","FTA","FT%","ORB","DRB","RPG","APG","SPG","BPG","TOV","PF","Year_x","Position_x","#_x","Team_x","GP_x","MPG_x","PPG_x","FGM_x","FGA_x","FG%_x","3PM_x","3PA_x","3P%_x","FTM_x","FTA_x","FT%_x","ORB_x","DRB_x","RPG_x","APG_x","SPG_x","BPG_x","TOV_x","PF_x","Year_y","Position_y","#_y","Team_y","GP_y","MPG_y","PPG_y","FGM_y","FGA_y","FG%_y","3PM_y","3PA_y","3P%_y","FTM_y","FTA_y","FT%_y","ORB_y","DRB_y","RPG_y","APG_y","SPG_y","BPG_y","TOV_y","PF_y","League"
2017,F,8,Josip Bilinovac,JOL,26,29.7,18.7,7.0,16.4,0.424,3.3,8.5,0.39,1.4,2.1,0.676,2.1,3.5,5.6,5.6,1.9,0.2,3.7,4.2,2017,F,8,JOL,26,29.7,18.7,7.0,16.4,0.424,3.3,8.5,0.39,1.4,2.1,0.676,2.1,3.5,5.6,5.6,1.9,0.2,3.7,4.2,2021,SF,15,CIB,17,18.1,18.1,6.7,13.2,0.506,3.3,8.4,0.389,1.4,2.2,0.643,1.1,2.2,3.3,6.5,1.6,0.0,1.7,4.8,Greek Basketball League
2017,F,11,Lovro Mazalin,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2017,F,11,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2017,SF,11,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,Greek Basketball League
2017,F,11,Lovro Mazalin,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2017,F,11,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2020,PF,4,VEL,21,23.5,27.2,9.7,19.1,0.51,2.0,6.0,0.339,5.6,6.7,0.841,4.0,9.5,13.5,5.2,3.2,0.4,3.2,2.4,Greek Basketball League
2017,F,11,Lovro Mazalin,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2017,F,11,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2021,PF,2,VEL,33,24.2,28.8,10.5,18.6,0.561,1.6,4.9,0.333,6.3,9.1,0.691,3.7,10.9,14.7,3.0,1.8,0.3,3.9,4.1,Greek Basketball League
2017,F,11,Lovro Mazalin,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2017,F,11,ZAD,24,25.6,17.3,6.2,13.0,0.479,1.8,4.6,0.39,3.0,4.1,0.736,1.3,8.9,10.2,4.2,2.9,0.7,3.4,3.1,2023,PF,7,CIB,32,24.7,25.6,10.1,16.7,0.606,0.9,2.9,0.292,4.5,6.9,0.655,3.5,8.3,11.8,5.5,1.8,0.2,3.3,5.4,Greek Basketball League
2017,F,16,Nick Cook,SRKL,24,18.1,13.8,5.5,12.6,0.439,0.3,1.1,0.3,2.4,5.7,0.423,2.4,6.9,9.3,1.9,3.2,1.3,3.8,5.2,2017,F,16,SRKL,24,18.1,13.8,5.5,12.6,0.439,0.3,1.1,0.3,2.4,5.7,0.423,2.4,6.9,9.3,1.9,3.2,1.3,3.8,5.2,2017,SF,16,SRKL,24,18.1,13.8,5.5,12.6,0.439,0.3,1.1,0.3,2.4,5.7,0.423,2.4,6.9,9.3,1.9,3.2,1.3,3.8,5.2,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,PF,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2019,PF,2,SPL,27,20.9,27.1,10.2,21.0,0.486,0.8,2.5,0.345,5.9,7.7,0.758,3.9,4.5,8.4,5.9,0.8,0.1,5.2,3.9,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2020,C,12,SPL,20,15.9,23.3,9.2,19.6,0.469,1.2,2.7,0.444,3.8,6.5,0.581,2.9,6.3,9.2,5.1,0.9,0.2,2.6,6.2,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2021,PF,17,SPL,35,9.5,17.8,7.1,15.7,0.454,0.7,1.9,0.385,2.9,3.3,0.87,2.9,6.5,9.4,6.1,0.3,0.3,3.5,7.2,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2022,PF,14,SPL,24,10.4,17.7,7.1,14.0,0.507,0.0,1.2,0.0,3.5,3.8,0.9,2.9,5.0,7.9,5.2,1.0,0.2,2.3,4.8,Greek Basketball League
2017,F,3,Mateo Kedzo,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2017,F,3,SPL,29,24.4,28.4,11.3,21.4,0.527,1.4,3.9,0.351,4.5,5.1,0.88,2.3,5.8,8.2,3.7,1.0,0.3,3.7,3.6,2023,PF,1,RIB,2,18.1,41.1,15.9,27.8,0.571,0.0,2.7,0.0,9.3,9.3,1.0,4.0,2.7,6.6,9.3,1.3,1.3,1.3,8.0,Greek Basketball League
2017,F,6,Zeljko Sakic,CIB,32,29.6,25.1,8.4,16.0,0.524,1.9,4.7,0.409,6.4,7.9,0.813,2.7,8.3,11.0,4.3,1.7,0.2,3.1,4.1,2017,F,6,CIB,32,29.6,25.1,8.4,16.0,0.524,1.9,4.7,0.409,6.4,7.9,0.813,2.7,8.3,11.0,4.3,1.7,0.2,3.1,4.1,2017,PF,6,CIB,32,29.6,25.1,8.4,16.0,0.524,1.9,4.7,0.409,6.4,7.9,0.813,2.7,8.3,11.0,4.3,1.7,0.2,3.1,4.1,Greek Basketball League
2017,F,7,Julian Rajic,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2017,F,7,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2017,PF,7,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,Greek Basketball League
2017,F,7,Julian Rajic,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2017,F,7,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2018,C,9,HERM,24,27.9,21.7,8.8,16.0,0.552,0.1,0.4,0.333,3.9,6.7,0.585,3.0,6.2,9.3,2.7,1.9,0.7,5.4,5.4,Greek Basketball League
2017,F,7,Julian Rajic,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2017,F,7,HERM,26,25.7,22.6,9.3,15.5,0.605,0.0,0.0,0.0,3.9,6.6,0.587,4.0,7.1,11.1,2.5,1.9,0.8,5.2,5.8,2020,C,8,HERM,20,25.0,24.9,9.7,18.3,0.529,0.0,0.0,0.0,5.6,9.9,0.563,4.7,7.2,11.9,3.5,1.4,0.9,5.5,5.7,Greek Basketball League
2017,F,11,Mate Vucic,KVA,25,26.3,18.1,8.0,15.4,0.521,0.1,0.1,0.5,2.0,3.3,0.6,4.5,5.5,10.1,1.8,1.4,1.0,3.5,4.9,2017,F,11,KVA,25,26.3,18.1,8.0,15.4,0.521,0.1,0.1,0.5,2.0,3.3,0.6,4.5,5.5,10.1,1.8,1.4,1.0,3.5,4.9,2017,PF,11,KVA,25,26.3,18.1,8.0,15.4,0.521,0.1,0.1,0.5,2.0,3.3,0.6,4.5,5.5,10.1,1.8,1.4,1.0,3.5,4.9,Greek Basketball League
2017,F,11,Mate Vucic,KVA,25,26.3,18.1,8.0,15.4,0.521,0.1,0.1,0.5,2.0,3.3,0.6,4.5,5.5,10.1,1.8,1.4,1.0,3.5,4.9,2017,F,11,KVA,25,26.3,18.1,8.0,15.4,0.521,0.1,0.1,0.5,2.0,3.3,0.6,4.5,5.5,10.1,1.8,1.4,1.0,3.5,4.9,2020,PF,16,CIB,19,14.4,18.7,8.0,12.4,0.648,0.0,0.2,0.0,2.6,4.4,0.6,4.5,12.2,16.8,3.8,2.4,2.1,3.1,8.0,Greek Basketball League
2017,F,14,Jalen Robinson,VRI,28,28.3,16.5,6.3,12.7,0.498,0.5,2.2,0.243,3.3,5.6,0.591,4.0,8.4,12.4,2.2,1.9,0.9,4.1,4.9,2017,F,14,VRI,28,28.3,16.5,6.3,12.7,0.498,0.5,2.2,0.243,3.3,5.6,0.591,4.0,8.4,12.4,2.2,1.9,0.9,4.1,4.9,2017,PF,14,VRI,28,28.3,16.5,6.3,12.7,0.498,0.5,2.2,0.243,3.3,5.6,0.591,4.0,8.4,12.4,2.2,1.9,0.9,4.1,4.9,Greek Basketball League
2017,F,18,Aleksandar Yanev,ZAD,16,11.5,14.4,5.5,12.0,0.457,1.0,4.7,0.222,2.4,4.4,0.529,3.7,6.5,10.2,2.1,1.6,0.8,2.6,2.9,2017,F,18,ZAD,16,11.5,14.4,5.5,12.0,0.457,1.0,4.7,0.222,2.4,4.4,0.529,3.7,6.5,10.2,2.1,1.6,0.8,2.6,2.9,2017,PF,18,ZAD,16,11.5,14.4,5.5,12.0,0.457,1.0,4.7,0.222,2.4,4.4,0.529,3.7,6.5,10.2,2.1,1.6,0.8,2.6,2.9,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2019,C,1,ALK,21,29.4,28.8,11.5,22.8,0.505,2.2,6.5,0.333,3.6,4.7,0.767,2.6,6.2,8.8,4.7,0.5,0.2,1.6,3.4,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2020,C,15,ALK,21,22.2,22.9,8.9,20.1,0.444,1.9,7.5,0.247,3.2,4.1,0.775,2.6,8.0,10.6,2.2,1.0,0.7,1.9,4.2,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2021,C,11,ALK,33,16.6,24.5,9.5,21.3,0.444,3.2,8.8,0.36,2.4,3.0,0.794,2.8,5.5,8.3,1.8,1.1,0.5,3.2,4.5,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2022,C,8,ALK,32,23.3,23.0,9.1,16.1,0.566,2.2,6.5,0.347,2.5,3.2,0.78,2.2,5.9,8.2,3.5,0.8,0.3,2.5,4.8,Greek Basketball League
2017,C,1,Hrvoje Vucic,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2017,C,1,ALK,26,27.9,27.9,11.1,21.1,0.527,2.2,6.1,0.359,3.5,4.6,0.768,2.6,7.3,9.9,2.0,1.0,0.5,2.1,4.2,2023,C,11,ALK,32,14.7,21.2,7.9,17.2,0.458,1.7,5.5,0.315,3.7,4.4,0.837,2.8,5.5,8.3,2.9,1.0,0.4,2.4,4.4,Greek Basketball League
2017,C,4,Jozo Brkic,JOL,26,16.5,25.6,9.2,16.0,0.573,0.0,0.1,0.0,7.3,10.2,0.714,6.4,6.5,12.8,1.3,1.6,1.1,3.6,7.4,2017,C,4,JOL,26,16.5,25.6,9.2,16.0,0.573,0.0,0.1,0.0,7.3,10.2,0.714,6.4,6.5,12.8,1.3,1.6,1.1,3.6,7.4,2017,C,4,JOL,26,16.5,25.6,9.2,16.0,0.573,0.0,0.1,0.0,7.3,10.2,0.714,6.4,6.5,12.8,1.3,1.6,1.1,3.6,7.4,Greek Basketball League
2017,C,5,Kristijan Krajina,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2017,C,5,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2017,C,5,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,Greek Basketball League
2017,C,5,Kristijan Krajina,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2017,C,5,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2018,C,4,ZAD,28,17.7,29.4,12.4,17.9,0.692,0.4,1.0,0.4,4.2,6.3,0.662,4.0,6.9,10.9,3.8,1.4,0.9,3.1,6.1,Greek Basketball League
2017,C,5,Kristijan Krajina,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2017,C,5,ZAD,28,18.5,22.4,9.5,16.9,0.56,0.6,1.5,0.375,2.9,3.9,0.738,3.8,6.7,10.5,2.4,1.3,0.6,3.2,6.6,2019,C,10,ZAD,22,16.3,19.7,8.7,15.7,0.556,0.0,0.9,0.0,2.3,3.3,0.68,4.7,7.4,12.1,4.4,1.5,0.9,3.5,6.8,Greek Basketball League
2017,C,9,Andrej Stimac,KVA,24,30.0,18.5,6.8,14.0,0.486,0.9,3.9,0.241,3.9,4.7,0.831,2.8,4.3,7.1,2.7,0.9,0.1,2.9,3.5,2017,C,9,KVA,24,30.0,18.5,6.8,14.0,0.486,0.9,3.9,0.241,3.9,4.7,0.831,2.8,4.3,7.1,2.7,0.9,0.1,2.9,3.5,2017,C,9,KVA,24,30.0,18.5,6.8,14.0,0.486,0.9,3.9,0.241,3.9,4.7,0.831,2.8,4.3,7.1,2.7,0.9,0.1,2.9,3.5,Greek Basketball League
2017,C,10,Izzet Turkyilmaz,SIB,25,17.7,16.8,6.5,12.5,0.517,1.6,4.9,0.333,2.2,3.1,0.69,3.4,9.8,13.2,4.4,1.4,3.8,2.1,5.1,2017,C,10,SIB,25,17.7,16.8,6.5,12.5,0.517,1.6,4.9,0.333,2.2,3.1,0.69,3.4,9.8,13.2,4.4,1.4,3.8,2.1,5.1,2017,C,10,SIB,25,17.7,16.8,6.5,12.5,0.517,1.6,4.9,0.333,2.2,3.1,0.69,3.4,9.8,13.2,4.4,1.4,3.8,2.1,5.1,Greek Basketball League
2018,G,2,Will Cherry,CED,28,21.2,23.7,9.0,18.0,0.498,3.2,9.4,0.345,2.6,3.6,0.711,1.5,5.5,7.0,7.8,4.3,0.6,2.3,4.8,2018,G,2,CED,28,21.2,23.7,9.0,18.0,0.498,3.2,9.4,0.345,2.6,3.6,0.711,1.5,5.5,7.0,7.8,4.3,0.6,2.3,4.8,2018,PG,2,CED,28,21.2,23.7,9.0,18.0,0.498,3.2,9.4,0.345,2.6,3.6,0.711,1.5,5.5,7.0,7.8,4.3,0.6,2.3,4.8,Greek Basketball League
2018,G,3,Preston Knowles,ZAD,14,22.7,22.5,8.3,18.2,0.455,3.9,9.9,0.394,2.0,2.6,0.765,0.5,4.8,5.3,6.9,3.0,0.2,4.1,5.1,2018,G,3,ZAD,14,22.7,22.5,8.3,18.2,0.455,3.9,9.9,0.394,2.0,2.6,0.765,0.5,4.8,5.3,6.9,3.0,0.2,4.1,5.1,2018,PG,3,ZAD,14,22.7,22.5,8.3,18.2,0.455,3.9,9.9,0.394,2.0,2.6,0.765,0.5,4.8,5.3,6.9,3.0,0.2,4.1,5.1,Greek Basketball League
2018,G,4,Mirza Sarajlija,JAZ,20,33.8,21.9,6.1,16.1,0.381,4.3,11.5,0.37,5.4,7.3,0.738,0.9,4.8,5.7,8.5,1.8,0.1,4.1,3.7,2018,G,4,JAZ,20,33.8,21.9,6.1,16.1,0.381,4.3,11.5,0.37,5.4,7.3,0.738,0.9,4.8,5.7,8.5,1.8,0.1,4.1,3.7,2018,PG,4,JAZ,20,33.8,21.9,6.1,16.1,0.381,4.3,11.5,0.37,5.4,7.3,0.738,0.9,4.8,5.7,8.5,1.8,0.1,4.1,3.7,Greek Basketball League
2018,G,6,Dajuan Graf,ALK,24,35.8,20.8,7.1,16.1,0.444,1.2,4.8,0.256,5.3,7.3,0.725,1.6,4.4,6.0,6.3,2.7,0.2,3.2,3.2,2018,G,6,ALK,24,35.8,20.8,7.1,16.1,0.444,1.2,4.8,0.256,5.3,7.3,0.725,1.6,4.4,6.0,6.3,2.7,0.2,3.2,3.2,2018,PG,6,ALK,24,35.8,20.8,7.1,16.1,0.444,1.2,4.8,0.256,5.3,7.3,0.725,1.6,4.4,6.0,6.3,2.7,0.2,3.2,3.2,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,PG,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2019,PG,19,CIB,10,19.0,13.9,5.1,13.4,0.377,3.0,8.3,0.364,0.8,0.8,1.0,0.8,1.8,2.5,11.6,2.0,0.3,3.8,5.3,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2020,PG,6,ZAD,21,17.0,21.7,7.5,15.8,0.479,4.6,10.8,0.425,2.0,2.0,1.0,0.7,3.6,4.3,7.8,3.0,0.0,3.9,6.5,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2021,PG,13,VEL,36,20.5,19.6,6.4,14.0,0.456,3.8,9.4,0.41,3.0,3.6,0.836,0.7,4.8,5.5,6.4,2.0,0.1,3.3,4.8,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2022,SG,11,VEL,37,28.4,20.1,6.5,15.8,0.412,3.6,9.5,0.375,3.4,4.2,0.806,1.0,3.4,4.4,5.3,2.0,0.0,3.3,3.5,Greek Basketball League
2018,G,10,Karlo Uljarevic,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2018,G,10,CIB,33,17.9,18.3,5.9,14.5,0.408,3.0,8.6,0.349,3.5,4.5,0.782,1.3,3.0,4.3,9.2,2.9,0.1,3.7,6.2,2023,PG,18,VEL,32,32.8,18.9,5.5,14.2,0.387,2.8,8.0,0.354,5.1,5.8,0.867,1.1,4.7,5.8,7.4,2.1,0.1,4.2,4.1,Greek Basketball League
2018,G,16,Kruno Macner,ZAG,18,17.0,12.5,4.4,13.9,0.315,2.5,6.3,0.4,1.3,2.0,0.615,1.1,3.9,5.0,5.9,1.4,0.3,5.2,4.7,2018,G,16,ZAG,18,17.0,12.5,4.4,13.9,0.315,2.5,6.3,0.4,1.3,2.0,0.615,1.1,3.9,5.0,5.9,1.4,0.3,5.2,4.7,2018,PG,16,ZAG,18,17.0,12.5,4.4,13.9,0.315,2.5,6.3,0.4,1.3,2.0,0.615,1.1,3.9,5.0,5.9,1.4,0.3,5.2,4.7,Greek Basketball League
2018,G,17,Domagoj Saric,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2018,G,17,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2018,PG,17,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,Greek Basketball League
2018,G,17,Domagoj Saric,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2018,G,17,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2019,PG,13,SIB,24,22.0,16.6,6.5,13.6,0.473,2.6,5.3,0.5,1.1,1.6,0.667,0.9,2.6,3.5,6.6,1.1,0.0,2.9,4.5,Greek Basketball League
2018,G,17,Domagoj Saric,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2018,G,17,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2020,SG,18,SIB,19,21.4,14.4,5.4,13.5,0.404,2.5,6.4,0.389,1.1,1.3,0.818,0.8,3.0,3.8,6.5,1.3,0.0,3.9,4.0,Greek Basketball League
2018,G,17,Domagoj Saric,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2018,G,17,SIB,25,23.4,11.1,4.4,9.7,0.454,1.7,4.7,0.368,0.5,0.6,0.857,0.4,2.6,3.0,6.3,1.9,0.1,3.1,6.0,2021,PG,34,SIB,33,30.2,13.9,5.3,12.0,0.442,3.0,7.5,0.4,0.3,0.6,0.538,0.4,2.8,3.2,5.5,1.2,0.1,2.8,3.4,Greek Basketball League
