Year_x,Player,Pos,HT,WT,Team_x,Birth City,Draft Status,Nationality,Year_y,Position,#,Team_y,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2021,Kristijan Krajina,F,6-11,245,KK Cibona,Osijek,"2015 NBA Draft, Undrafted",Croatia,2019,C,10,ZAD,22,16.3,19.7,8.7,15.7,0.556,0.0,0.9,0.0,2.3,3.3,0.68,4.7,7.4,12.1,4.4,1.5,0.9,3.5,6.8
2019,Filip Kraljevic,C,7-0,210,KK Cibona,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2013,C,6,SPL,13,24.8,21.6,7.6,14.0,0.543,0.0,0.0,0.0,6.4,7.6,0.843,2.4,6.5,8.9,1.5,1.5,5.5,3.9,4.9
2019,Filip Kraljevic,C,7-0,210,KK Cibona,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,C,8,ZAD,17,21.3,21.1,7.7,15.0,0.513,0.1,0.3,0.5,5.6,8.1,0.689,2.9,6.4,9.3,3.7,1.5,2.1,5.2,6.1
2019,Filip Kraljevic,C,7-0,210,KK Cibona,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,C,3,ZAD,15,9.3,29.1,9.9,15.1,0.659,0.0,0.3,0.0,9.2,12.0,0.771,1.7,8.2,9.9,1.4,1.0,1.7,3.4,7.5
2021,Filip Kraljevic,C,7-0,210,KK Zadar,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2013,C,6,SPL,13,24.8,21.6,7.6,14.0,0.543,0.0,0.0,0.0,6.4,7.6,0.843,2.4,6.5,8.9,1.5,1.5,5.5,3.9,4.9
2021,Filip Kraljevic,C,7-0,210,KK Zadar,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2016,C,8,ZAD,17,21.3,21.1,7.7,15.0,0.513,0.1,0.3,0.5,5.6,8.1,0.689,2.9,6.4,9.3,3.7,1.5,2.1,5.2,6.1
2021,Filip Kraljevic,C,7-0,210,KK Zadar,Mostar,"2011 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2021,C,3,ZAD,15,9.3,29.1,9.9,15.1,0.659,0.0,0.3,0.0,9.2,12.0,0.771,1.7,8.2,9.9,1.4,1.0,1.7,3.4,7.5
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2012,SF,9,ZAD,26,19.0,20.9,8.8,14.9,0.588,0.0,0.3,0.0,3.4,5.4,0.636,4.5,6.6,11.1,0.6,2.6,0.4,2.7,7.3
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2013,SF,4,ZAG,27,27.6,25.2,9.3,18.5,0.503,2.1,5.4,0.386,4.5,5.8,0.778,3.0,5.6,8.6,1.2,1.8,0.3,2.8,5.5
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2018,C,2,ZAG,20,30.8,30.5,11.1,21.0,0.528,4.3,10.0,0.43,4.1,6.0,0.675,2.4,5.8,8.3,3.4,1.9,0.2,4.1,4.4
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2019,PF,6,HERM,13,31.7,24.3,8.7,18.5,0.472,3.3,8.4,0.389,3.6,5.7,0.633,2.4,8.5,10.9,2.8,1.2,0.2,4.0,4.2
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2022,PF,30,BOS,2,22.7,11.6,4.2,18.0,0.235,3.2,11.6,0.273,0.0,0.0,0.0,1.1,5.3,6.4,2.1,0.0,0.0,4.2,3.2
2019,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2023,SF,16,BOS,28,20.0,17.4,5.6,15.1,0.369,2.9,9.9,0.296,3.3,4.5,0.736,1.6,6.6,8.2,3.3,1.3,0.3,2.9,4.1
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2012,SF,9,ZAD,26,19.0,20.9,8.8,14.9,0.588,0.0,0.3,0.0,3.4,5.4,0.636,4.5,6.6,11.1,0.6,2.6,0.4,2.7,7.3
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2013,SF,4,ZAG,27,27.6,25.2,9.3,18.5,0.503,2.1,5.4,0.386,4.5,5.8,0.778,3.0,5.6,8.6,1.2,1.8,0.3,2.8,5.5
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2018,C,2,ZAG,20,30.8,30.5,11.1,21.0,0.528,4.3,10.0,0.43,4.1,6.0,0.675,2.4,5.8,8.3,3.4,1.9,0.2,4.1,4.4
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2019,PF,6,HERM,13,31.7,24.3,8.7,18.5,0.472,3.3,8.4,0.389,3.6,5.7,0.633,2.4,8.5,10.9,2.8,1.2,0.2,4.0,4.2
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2022,PF,30,BOS,2,22.7,11.6,4.2,18.0,0.235,3.2,11.6,0.273,0.0,0.0,0.0,1.1,5.3,6.4,2.1,0.0,0.0,4.2,3.2
2021,Ante Krapic,SF,6-8,228,KK Hermes Znalitica,Zadar,"2007 NBA Draft, Undrafted",Croatia,2023,SF,16,BOS,28,20.0,17.4,5.6,15.1,0.369,2.9,9.9,0.296,3.3,4.5,0.736,1.6,6.6,8.2,3.3,1.3,0.3,2.9,4.1
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2012,SF,9,ZAD,26,19.0,20.9,8.8,14.9,0.588,0.0,0.3,0.0,3.4,5.4,0.636,4.5,6.6,11.1,0.6,2.6,0.4,2.7,7.3
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2013,SF,4,ZAG,27,27.6,25.2,9.3,18.5,0.503,2.1,5.4,0.386,4.5,5.8,0.778,3.0,5.6,8.6,1.2,1.8,0.3,2.8,5.5
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2018,C,2,ZAG,20,30.8,30.5,11.1,21.0,0.528,4.3,10.0,0.43,4.1,6.0,0.675,2.4,5.8,8.3,3.4,1.9,0.2,4.1,4.4
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2019,PF,6,HERM,13,31.7,24.3,8.7,18.5,0.472,3.3,8.4,0.389,3.6,5.7,0.633,2.4,8.5,10.9,2.8,1.2,0.2,4.0,4.2
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2022,PF,30,BOS,2,22.7,11.6,4.2,18.0,0.235,3.2,11.6,0.273,0.0,0.0,0.0,1.1,5.3,6.4,2.1,0.0,0.0,4.2,3.2
2022,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2023,SF,16,BOS,28,20.0,17.4,5.6,15.1,0.369,2.9,9.9,0.296,3.3,4.5,0.736,1.6,6.6,8.2,3.3,1.3,0.3,2.9,4.1
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2012,SF,9,ZAD,26,19.0,20.9,8.8,14.9,0.588,0.0,0.3,0.0,3.4,5.4,0.636,4.5,6.6,11.1,0.6,2.6,0.4,2.7,7.3
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2013,SF,4,ZAG,27,27.6,25.2,9.3,18.5,0.503,2.1,5.4,0.386,4.5,5.8,0.778,3.0,5.6,8.6,1.2,1.8,0.3,2.8,5.5
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2018,C,2,ZAG,20,30.8,30.5,11.1,21.0,0.528,4.3,10.0,0.43,4.1,6.0,0.675,2.4,5.8,8.3,3.4,1.9,0.2,4.1,4.4
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2019,PF,6,HERM,13,31.7,24.3,8.7,18.5,0.472,3.3,8.4,0.389,3.6,5.7,0.633,2.4,8.5,10.9,2.8,1.2,0.2,4.0,4.2
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2022,PF,30,BOS,2,22.7,11.6,4.2,18.0,0.235,3.2,11.6,0.273,0.0,0.0,0.0,1.1,5.3,6.4,2.1,0.0,0.0,4.2,3.2
2023,Ante Krapic,SF,6-8,228,KK Bosco Zagreb,Zadar,"2007 NBA Draft, Undrafted",Croatia,2023,SF,16,BOS,28,20.0,17.4,5.6,15.1,0.369,2.9,9.9,0.296,3.3,4.5,0.736,1.6,6.6,8.2,3.3,1.3,0.3,2.9,4.1
2019,Stipe Krstanovic,PF,6-9,255,KK Skrljevo,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2013,PF,9,KRI,25,22.1,13.1,4.8,12.5,0.382,0.8,4.1,0.191,2.8,4.3,0.653,4.1,8.0,12.1,2.3,3.0,0.8,3.9,4.4
2019,Stipe Krstanovic,PF,6-9,255,KK Skrljevo,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2017,PF,13,HERM,23,20.3,16.6,5.9,13.0,0.457,1.2,3.4,0.364,3.5,5.0,0.694,3.7,7.3,11.0,2.6,2.3,0.6,2.9,5.9
2019,Stipe Krstanovic,PF,6-9,255,KK Skrljevo,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2018,PF,16,HERM,22,28.2,13.0,4.6,10.6,0.438,0.7,2.2,0.321,3.0,5.0,0.609,4.6,8.4,13.0,2.8,3.0,0.9,3.3,4.2
2019,Stipe Krstanovic,PF,6-9,255,KK Skrljevo,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2019,PF,13,SRKL,20,26.5,17.2,6.3,13.0,0.486,1.1,4.4,0.245,3.4,5.5,0.623,5.6,7.1,12.7,2.8,3.1,1.1,3.2,5.6
2019,Stipe Krstanovic,PF,6-9,255,KK Skrljevo,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2022,PF,29,ALK,26,25.7,12.9,4.8,12.1,0.399,0.9,4.3,0.217,2.4,3.9,0.611,3.7,7.0,10.8,3.4,3.7,0.9,2.4,5.3
2022,Stipe Krstanovic,PF,6-9,255,KK Alkar,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2013,PF,9,KRI,25,22.1,13.1,4.8,12.5,0.382,0.8,4.1,0.191,2.8,4.3,0.653,4.1,8.0,12.1,2.3,3.0,0.8,3.9,4.4
2022,Stipe Krstanovic,PF,6-9,255,KK Alkar,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2017,PF,13,HERM,23,20.3,16.6,5.9,13.0,0.457,1.2,3.4,0.364,3.5,5.0,0.694,3.7,7.3,11.0,2.6,2.3,0.6,2.9,5.9
2022,Stipe Krstanovic,PF,6-9,255,KK Alkar,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2018,PF,16,HERM,22,28.2,13.0,4.6,10.6,0.438,0.7,2.2,0.321,3.0,5.0,0.609,4.6,8.4,13.0,2.8,3.0,0.9,3.3,4.2
2022,Stipe Krstanovic,PF,6-9,255,KK Alkar,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2019,PF,13,SRKL,20,26.5,17.2,6.3,13.0,0.486,1.1,4.4,0.245,3.4,5.5,0.623,5.6,7.1,12.7,2.8,3.1,1.1,3.2,5.6
2022,Stipe Krstanovic,PF,6-9,255,KK Alkar,Zagreb,"2015 NBA Draft, Undrafted",Croatia,2022,PF,29,ALK,26,25.7,12.9,4.8,12.1,0.399,0.9,4.3,0.217,2.4,3.9,0.611,3.7,7.0,10.8,3.4,3.7,0.9,2.4,5.3
2019,Filip Kruslin,G,6-4,200,Cedevita,Zagreb,"2011 NBA Draft, Undrafted",Croatia,2012,SF,2,ZAB,25,25.1,27.8,8.8,20.4,0.431,1.8,7.2,0.245,8.6,10.9,0.79,1.5,4.6,6.1,4.9,2.8,0.2,5.5,5.1
2019,Filip Kruslin,G,6-4,200,Cedevita,Zagreb,"2011 NBA Draft, Undrafted",Croatia,2015,SG,7,CIB,20,23.3,16.0,5.5,12.3,0.445,2.3,6.4,0.355,2.8,3.9,0.711,1.2,5.6,6.8,4.6,0.7,0.2,3.5,5.2
2019,Filip Kruslin,G,6-4,200,Cedevita,Zagreb,"2011 NBA Draft, Undrafted",Croatia,2016,SG,13,CIB,20,23.4,16.2,4.8,12.3,0.392,1.8,6.6,0.281,4.7,6.5,0.73,1.5,5.4,7.0,7.5,0.9,0.0,4.1,5.1
2019,Filip Kruslin,G,6-4,200,Cedevita,Zagreb,"2011 NBA Draft, Undrafted",Croatia,2017,SG,10,CED,24,26.4,18.5,6.7,16.0,0.417,3.4,9.9,0.346,1.7,2.9,0.605,0.8,6.4,7.1,3.7,1.5,0.2,3.7,3.6
2019,Filip Kruslin,G,6-4,200,Cedevita,Zagreb,"2011 NBA Draft, Undrafted",Croatia,2018,SG,8,CED,25,21.9,18.5,6.2,13.1,0.477,4.0,9.7,0.405,2.1,2.5,0.828,0.5,5.0,5.5,4.7,2.1,0.5,1.8,3.5
2019,Ivan Kucan,GF,6-5,192,KK Skrljevo,,"2018 NBA Draft, Undrafted",Croatia,2017,SG,16,KVA,26,23.8,14.3,4.8,11.3,0.425,3.4,7.7,0.444,1.3,1.9,0.708,0.9,3.1,4.0,1.9,1.2,0.2,2.6,5.4
2019,Ivan Kucan,GF,6-5,192,KK Skrljevo,,"2018 NBA Draft, Undrafted",Croatia,2020,SG,20,ALK,21,28.5,13.2,4.7,13.3,0.355,2.0,7.8,0.258,1.8,2.6,0.688,0.7,4.7,5.4,3.0,1.4,0.0,2.3,4.7
2019,Ivan Kucan,GF,6-5,192,KK Skrljevo,,"2018 NBA Draft, Undrafted",Croatia,2021,SG,19,ALK,33,28.9,16.1,5.4,13.6,0.396,3.3,8.9,0.375,2.0,2.8,0.727,0.8,4.4,5.1,2.8,1.2,0.2,2.5,5.0
2019,Ivan Kucan,GF,6-5,192,KK Skrljevo,,"2018 NBA Draft, Undrafted",Croatia,2023,SF,23,ZAB,11,28.9,16.3,6.0,16.5,0.367,2.4,9.7,0.25,1.8,2.3,0.8,0.8,5.7,6.5,2.6,1.5,0.0,1.5,3.9
2020,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2017,SG,16,KVA,26,23.8,14.3,4.8,11.3,0.425,3.4,7.7,0.444,1.3,1.9,0.708,0.9,3.1,4.0,1.9,1.2,0.2,2.6,5.4
2020,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2020,SG,20,ALK,21,28.5,13.2,4.7,13.3,0.355,2.0,7.8,0.258,1.8,2.6,0.688,0.7,4.7,5.4,3.0,1.4,0.0,2.3,4.7
2020,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2021,SG,19,ALK,33,28.9,16.1,5.4,13.6,0.396,3.3,8.9,0.375,2.0,2.8,0.727,0.8,4.4,5.1,2.8,1.2,0.2,2.5,5.0
2020,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2023,SF,23,ZAB,11,28.9,16.3,6.0,16.5,0.367,2.4,9.7,0.25,1.8,2.3,0.8,0.8,5.7,6.5,2.6,1.5,0.0,1.5,3.9
2021,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2017,SG,16,KVA,26,23.8,14.3,4.8,11.3,0.425,3.4,7.7,0.444,1.3,1.9,0.708,0.9,3.1,4.0,1.9,1.2,0.2,2.6,5.4
2021,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2020,SG,20,ALK,21,28.5,13.2,4.7,13.3,0.355,2.0,7.8,0.258,1.8,2.6,0.688,0.7,4.7,5.4,3.0,1.4,0.0,2.3,4.7
2021,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2021,SG,19,ALK,33,28.9,16.1,5.4,13.6,0.396,3.3,8.9,0.375,2.0,2.8,0.727,0.8,4.4,5.1,2.8,1.2,0.2,2.5,5.0
2021,Ivan Kucan,GF,6-5,192,KK Alkar,,"2018 NBA Draft, Undrafted",Croatia,2023,SF,23,ZAB,11,28.9,16.3,6.0,16.5,0.367,2.4,9.7,0.25,1.8,2.3,0.8,0.8,5.7,6.5,2.6,1.5,0.0,1.5,3.9
2023,Ivan Kucan,GF,6-5,192,KK Zabok,,"2018 NBA Draft, Undrafted",Croatia,2017,SG,16,KVA,26,23.8,14.3,4.8,11.3,0.425,3.4,7.7,0.444,1.3,1.9,0.708,0.9,3.1,4.0,1.9,1.2,0.2,2.6,5.4
2023,Ivan Kucan,GF,6-5,192,KK Zabok,,"2018 NBA Draft, Undrafted",Croatia,2020,SG,20,ALK,21,28.5,13.2,4.7,13.3,0.355,2.0,7.8,0.258,1.8,2.6,0.688,0.7,4.7,5.4,3.0,1.4,0.0,2.3,4.7
2023,Ivan Kucan,GF,6-5,192,KK Zabok,,"2018 NBA Draft, Undrafted",Croatia,2021,SG,19,ALK,33,28.9,16.1,5.4,13.6,0.396,3.3,8.9,0.375,2.0,2.8,0.727,0.8,4.4,5.1,2.8,1.2,0.2,2.5,5.0
2023,Ivan Kucan,GF,6-5,192,KK Zabok,,"2018 NBA Draft, Undrafted",Croatia,2023,SF,23,ZAB,11,28.9,16.3,6.0,16.5,0.367,2.4,9.7,0.25,1.8,2.3,0.8,0.8,5.7,6.5,2.6,1.5,0.0,1.5,3.9
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2020,SG,5,ZAB,21,17.0,22.8,8.4,19.8,0.422,3.9,10.4,0.377,2.2,3.2,0.667,0.8,3.4,4.2,6.1,2.7,0.3,3.2,6.7
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,7,ZAB,10,20.6,23.3,8.9,17.5,0.507,3.7,10.3,0.364,1.9,2.6,0.727,1.2,4.0,5.1,4.9,0.9,0.0,4.2,6.8
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,16,VRI,16,34.7,19.1,6.8,15.3,0.446,3.4,8.2,0.411,2.1,2.2,0.96,0.9,3.1,4.0,5.1,1.8,0.1,2.7,3.8
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,11,VRI,17,30.3,20.3,7.0,16.4,0.426,3.1,8.5,0.363,3.3,3.9,0.833,1.1,4.7,5.8,4.2,1.6,0.0,4.1,4.3
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,21,ALK,10,26.7,14.4,4.3,12.8,0.338,2.2,7.7,0.279,3.6,4.1,0.87,0.9,5.0,5.9,6.3,2.7,0.0,3.8,4.7
2019,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2023,SG,23,ALK,23,30.0,15.5,4.9,15.1,0.329,2.4,8.7,0.28,3.2,4.2,0.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2020,SG,5,ZAB,21,17.0,22.8,8.4,19.8,0.422,3.9,10.4,0.377,2.2,3.2,0.667,0.8,3.4,4.2,6.1,2.7,0.3,3.2,6.7
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,7,ZAB,10,20.6,23.3,8.9,17.5,0.507,3.7,10.3,0.364,1.9,2.6,0.727,1.2,4.0,5.1,4.9,0.9,0.0,4.2,6.8
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,16,VRI,16,34.7,19.1,6.8,15.3,0.446,3.4,8.2,0.411,2.1,2.2,0.96,0.9,3.1,4.0,5.1,1.8,0.1,2.7,3.8
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,11,VRI,17,30.3,20.3,7.0,16.4,0.426,3.1,8.5,0.363,3.3,3.9,0.833,1.1,4.7,5.8,4.2,1.6,0.0,4.1,4.3
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,21,ALK,10,26.7,14.4,4.3,12.8,0.338,2.2,7.7,0.279,3.6,4.1,0.87,0.9,5.0,5.9,6.3,2.7,0.0,3.8,4.7
2020,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2023,SG,23,ALK,23,30.0,15.5,4.9,15.1,0.329,2.4,8.7,0.28,3.2,4.2,0.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2020,SG,5,ZAB,21,17.0,22.8,8.4,19.8,0.422,3.9,10.4,0.377,2.2,3.2,0.667,0.8,3.4,4.2,6.1,2.7,0.3,3.2,6.7
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,7,ZAB,10,20.6,23.3,8.9,17.5,0.507,3.7,10.3,0.364,1.9,2.6,0.727,1.2,4.0,5.1,4.9,0.9,0.0,4.2,6.8
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,16,VRI,16,34.7,19.1,6.8,15.3,0.446,3.4,8.2,0.411,2.1,2.2,0.96,0.9,3.1,4.0,5.1,1.8,0.1,2.7,3.8
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,11,VRI,17,30.3,20.3,7.0,16.4,0.426,3.1,8.5,0.363,3.3,3.9,0.833,1.1,4.7,5.8,4.2,1.6,0.0,4.1,4.3
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,21,ALK,10,26.7,14.4,4.3,12.8,0.338,2.2,7.7,0.279,3.6,4.1,0.87,0.9,5.0,5.9,6.3,2.7,0.0,3.8,4.7
2021,Sime Lisica,G,6-3,-,KK Zabok,,"2020 NBA Draft, Undrafted",Croatia,2023,SG,23,ALK,23,30.0,15.5,4.9,15.1,0.329,2.4,8.7,0.28,3.2,4.2,0.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2020,SG,5,ZAB,21,17.0,22.8,8.4,19.8,0.422,3.9,10.4,0.377,2.2,3.2,0.667,0.8,3.4,4.2,6.1,2.7,0.3,3.2,6.7
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,7,ZAB,10,20.6,23.3,8.9,17.5,0.507,3.7,10.3,0.364,1.9,2.6,0.727,1.2,4.0,5.1,4.9,0.9,0.0,4.2,6.8
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,16,VRI,16,34.7,19.1,6.8,15.3,0.446,3.4,8.2,0.411,2.1,2.2,0.96,0.9,3.1,4.0,5.1,1.8,0.1,2.7,3.8
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,11,VRI,17,30.3,20.3,7.0,16.4,0.426,3.1,8.5,0.363,3.3,3.9,0.833,1.1,4.7,5.8,4.2,1.6,0.0,4.1,4.3
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,21,ALK,10,26.7,14.4,4.3,12.8,0.338,2.2,7.7,0.279,3.6,4.1,0.87,0.9,5.0,5.9,6.3,2.7,0.0,3.8,4.7
2022,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2023,SG,23,ALK,23,30.0,15.5,4.9,15.1,0.329,2.4,8.7,0.28,3.2,4.2,0.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2020,SG,5,ZAB,21,17.0,22.8,8.4,19.8,0.422,3.9,10.4,0.377,2.2,3.2,0.667,0.8,3.4,4.2,6.1,2.7,0.3,3.2,6.7
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,7,ZAB,10,20.6,23.3,8.9,17.5,0.507,3.7,10.3,0.364,1.9,2.6,0.727,1.2,4.0,5.1,4.9,0.9,0.0,4.2,6.8
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2021,PG,16,VRI,16,34.7,19.1,6.8,15.3,0.446,3.4,8.2,0.411,2.1,2.2,0.96,0.9,3.1,4.0,5.1,1.8,0.1,2.7,3.8
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,11,VRI,17,30.3,20.3,7.0,16.4,0.426,3.1,8.5,0.363,3.3,3.9,0.833,1.1,4.7,5.8,4.2,1.6,0.0,4.1,4.3
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2022,PG,21,ALK,10,26.7,14.4,4.3,12.8,0.338,2.2,7.7,0.279,3.6,4.1,0.87,0.9,5.0,5.9,6.3,2.7,0.0,3.8,4.7
2023,Sime Lisica,G,6-3,-,KK Alkar,,"2020 NBA Draft, Undrafted",Croatia,2023,SG,23,ALK,23,30.0,15.5,4.9,15.1,0.329,2.4,8.7,0.28,3.2,4.2,0.767,2.0,5.4,7.4,5.4,2.1,0.1,3.2,4.2
2019,Mario Little,GF,6-6,218,KK Zadar,Chicago (IL),"2011 NBA Draft, Undrafted",United StatesFinland,2019,SF,6,ZAD,25,21.9,21.0,7.0,16.8,0.419,3.1,7.6,0.407,3.9,4.8,0.8,1.1,3.3,4.5,6.3,1.9,0.2,4.7,6.1
2019,Kresimir Ljubicic,C,6-11,-,KK Cibona,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2020,C,3,CIB,17,11.7,27.0,10.4,16.9,0.614,0.0,0.0,0.0,6.3,9.2,0.684,4.8,8.0,12.8,2.2,1.7,3.6,5.3,7.2
2019,Kresimir Ljubicic,C,6-11,-,KK Cibona,Zagreb,"2020 NBA Draft, Undrafted",Croatia,2021,C,5,VEL,27,21.3,28.5,11.9,19.3,0.619,0.1,0.6,0.143,4.5,6.6,0.684,5.8,7.2,13.0,3.2,1.1,1.1,4.3,5.3
