Year_x,Player,Pos,HT,WT,Team_x,Birth City,Draft Status,Nationality,Year_y,Position,#,Team_y,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2023,Marko Bakovic,FC,6-8,188,KK Cibona,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2022,C,5,VEL,35,23.8,25.0,9.7,17.6,0.551,1.4,4.2,0.329,4.2,5.9,0.716,3.5,6.4,9.9,2.6,1.3,2.0,2.4,5.9
2023,Marko Bakovic,FC,6-8,188,KK Cibona,Tomislavgrad,"2015 NBA Draft, Undrafted",Bosnia and HerzegovinaCroatia,2023,PF,21,CIB,22,21.5,16.4,6.3,11.0,0.574,1.9,3.8,0.514,1.8,2.9,0.621,3.2,6.0,9.1,2.8,2.3,1.7,2.3,4.4
2019,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2017,SG,12,KVA,25,19.9,16.7,5.7,13.0,0.437,1.7,4.9,0.353,3.6,4.6,0.771,2.1,2.6,4.7,4.7,2.2,0.4,4.7,6.1
2019,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2018,SG,14,SRKL,27,22.9,17.0,6.0,13.6,0.438,2.3,7.1,0.33,2.8,3.5,0.8,1.4,2.9,4.3,4.6,1.9,0.3,2.6,5.8
2019,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2021,SG,9,SRKL,35,26.3,20.5,7.3,15.8,0.461,1.5,5.7,0.255,4.5,6.4,0.705,2.2,4.0,6.2,7.0,3.3,0.8,5.3,6.2
2019,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2022,SG,6,SRKL,32,34.6,22.2,7.2,16.5,0.438,2.6,7.6,0.349,5.1,6.6,0.765,1.3,5.7,7.0,6.2,3.3,1.2,4.3,4.7
2020,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2017,SG,12,KVA,25,19.9,16.7,5.7,13.0,0.437,1.7,4.9,0.353,3.6,4.6,0.771,2.1,2.6,4.7,4.7,2.2,0.4,4.7,6.1
2020,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2018,SG,14,SRKL,27,22.9,17.0,6.0,13.6,0.438,2.3,7.1,0.33,2.8,3.5,0.8,1.4,2.9,4.3,4.6,1.9,0.3,2.6,5.8
2020,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2021,SG,9,SRKL,35,26.3,20.5,7.3,15.8,0.461,1.5,5.7,0.255,4.5,6.4,0.705,2.2,4.0,6.2,7.0,3.3,0.8,5.3,6.2
2020,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2022,SG,6,SRKL,32,34.6,22.2,7.2,16.5,0.438,2.6,7.6,0.349,5.1,6.6,0.765,1.3,5.7,7.0,6.2,3.3,1.2,4.3,4.7
2021,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2017,SG,12,KVA,25,19.9,16.7,5.7,13.0,0.437,1.7,4.9,0.353,3.6,4.6,0.771,2.1,2.6,4.7,4.7,2.2,0.4,4.7,6.1
2021,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2018,SG,14,SRKL,27,22.9,17.0,6.0,13.6,0.438,2.3,7.1,0.33,2.8,3.5,0.8,1.4,2.9,4.3,4.6,1.9,0.3,2.6,5.8
2021,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2021,SG,9,SRKL,35,26.3,20.5,7.3,15.8,0.461,1.5,5.7,0.255,4.5,6.4,0.705,2.2,4.0,6.2,7.0,3.3,0.8,5.3,6.2
2021,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2022,SG,6,SRKL,32,34.6,22.2,7.2,16.5,0.438,2.6,7.6,0.349,5.1,6.6,0.765,1.3,5.7,7.0,6.2,3.3,1.2,4.3,4.7
2022,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2017,SG,12,KVA,25,19.9,16.7,5.7,13.0,0.437,1.7,4.9,0.353,3.6,4.6,0.771,2.1,2.6,4.7,4.7,2.2,0.4,4.7,6.1
2022,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2018,SG,14,SRKL,27,22.9,17.0,6.0,13.6,0.438,2.3,7.1,0.33,2.8,3.5,0.8,1.4,2.9,4.3,4.6,1.9,0.3,2.6,5.8
2022,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2021,SG,9,SRKL,35,26.3,20.5,7.3,15.8,0.461,1.5,5.7,0.255,4.5,6.4,0.705,2.2,4.0,6.2,7.0,3.3,0.8,5.3,6.2
2022,Josip Barnjak,GF,6-3,198,KK Skrljevo,Kaiserslautern,"2020 NBA Draft, Undrafted",GermanyCroatia,2022,SG,6,SRKL,32,34.6,22.2,7.2,16.5,0.438,2.6,7.6,0.349,5.1,6.6,0.765,1.3,5.7,7.0,6.2,3.3,1.2,4.3,4.7
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2012,PG,1,ZAB,31,21.1,24.6,8.7,18.1,0.48,5.2,11.8,0.444,2.1,2.2,0.933,0.3,2.1,2.4,2.3,1.5,0.1,2.9,3.5
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2014,SG,1,SIB,32,29.3,24.3,8.5,17.5,0.485,4.4,9.6,0.46,2.8,3.2,0.887,0.4,2.7,3.1,2.4,1.2,0.1,2.4,3.9
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2015,SG,2,SIB,30,24.2,21.9,7.3,17.7,0.414,4.3,10.7,0.401,3.0,3.4,0.882,0.4,2.2,2.6,1.9,1.3,0.1,2.6,4.0
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2016,SG,7,SIB,30,30.4,20.9,7.4,16.6,0.444,4.3,9.7,0.438,2.1,2.4,0.848,0.5,3.7,4.3,2.3,1.2,0.0,1.8,3.6
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,8,SIB,29,18.1,19.1,6.5,15.2,0.428,4.6,11.3,0.403,1.6,2.0,0.773,0.5,3.1,3.6,2.5,0.6,0.0,0.9,3.5
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,23,SIB,1,24.4,0.0,0.0,13.8,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,0.0,3.9,3.9
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2018,SG,10,SIB,19,29.0,17.9,6.1,12.9,0.473,3.8,8.7,0.44,1.9,2.1,0.917,0.3,3.1,3.5,3.0,1.7,0.3,1.2,3.8
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2019,SG,7,SIB,23,23.9,20.4,7.2,15.4,0.472,4.2,8.9,0.471,1.7,2.1,0.833,0.8,3.4,4.2,2.4,0.8,0.0,1.5,3.2
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2020,SG,9,SIB,21,14.5,20.8,7.4,18.1,0.409,5.4,12.1,0.442,0.6,0.6,1.0,0.8,2.8,3.6,3.8,1.6,0.2,2.7,4.1
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2021,SG,18,SIB,31,19.6,16.5,5.3,12.7,0.416,4.0,8.9,0.455,1.9,1.9,1.0,0.6,1.8,2.4,1.9,1.5,0.0,0.8,3.4
2019,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2022,SG,14,SIB,32,18.5,18.9,7.1,15.4,0.466,4.1,10.0,0.407,0.6,0.8,0.7,1.0,1.9,2.8,1.8,0.6,0.0,1.3,4.2
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2012,PG,1,ZAB,31,21.1,24.6,8.7,18.1,0.48,5.2,11.8,0.444,2.1,2.2,0.933,0.3,2.1,2.4,2.3,1.5,0.1,2.9,3.5
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2014,SG,1,SIB,32,29.3,24.3,8.5,17.5,0.485,4.4,9.6,0.46,2.8,3.2,0.887,0.4,2.7,3.1,2.4,1.2,0.1,2.4,3.9
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2015,SG,2,SIB,30,24.2,21.9,7.3,17.7,0.414,4.3,10.7,0.401,3.0,3.4,0.882,0.4,2.2,2.6,1.9,1.3,0.1,2.6,4.0
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2016,SG,7,SIB,30,30.4,20.9,7.4,16.6,0.444,4.3,9.7,0.438,2.1,2.4,0.848,0.5,3.7,4.3,2.3,1.2,0.0,1.8,3.6
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,8,SIB,29,18.1,19.1,6.5,15.2,0.428,4.6,11.3,0.403,1.6,2.0,0.773,0.5,3.1,3.6,2.5,0.6,0.0,0.9,3.5
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,23,SIB,1,24.4,0.0,0.0,13.8,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,0.0,3.9,3.9
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2018,SG,10,SIB,19,29.0,17.9,6.1,12.9,0.473,3.8,8.7,0.44,1.9,2.1,0.917,0.3,3.1,3.5,3.0,1.7,0.3,1.2,3.8
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2019,SG,7,SIB,23,23.9,20.4,7.2,15.4,0.472,4.2,8.9,0.471,1.7,2.1,0.833,0.8,3.4,4.2,2.4,0.8,0.0,1.5,3.2
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2020,SG,9,SIB,21,14.5,20.8,7.4,18.1,0.409,5.4,12.1,0.442,0.6,0.6,1.0,0.8,2.8,3.6,3.8,1.6,0.2,2.7,4.1
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2021,SG,18,SIB,31,19.6,16.5,5.3,12.7,0.416,4.0,8.9,0.455,1.9,1.9,1.0,0.6,1.8,2.4,1.9,1.5,0.0,0.8,3.4
2020,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2022,SG,14,SIB,32,18.5,18.9,7.1,15.4,0.466,4.1,10.0,0.407,0.6,0.8,0.7,1.0,1.9,2.8,1.8,0.6,0.0,1.3,4.2
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2012,PG,1,ZAB,31,21.1,24.6,8.7,18.1,0.48,5.2,11.8,0.444,2.1,2.2,0.933,0.3,2.1,2.4,2.3,1.5,0.1,2.9,3.5
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2014,SG,1,SIB,32,29.3,24.3,8.5,17.5,0.485,4.4,9.6,0.46,2.8,3.2,0.887,0.4,2.7,3.1,2.4,1.2,0.1,2.4,3.9
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2015,SG,2,SIB,30,24.2,21.9,7.3,17.7,0.414,4.3,10.7,0.401,3.0,3.4,0.882,0.4,2.2,2.6,1.9,1.3,0.1,2.6,4.0
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2016,SG,7,SIB,30,30.4,20.9,7.4,16.6,0.444,4.3,9.7,0.438,2.1,2.4,0.848,0.5,3.7,4.3,2.3,1.2,0.0,1.8,3.6
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,8,SIB,29,18.1,19.1,6.5,15.2,0.428,4.6,11.3,0.403,1.6,2.0,0.773,0.5,3.1,3.6,2.5,0.6,0.0,0.9,3.5
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,23,SIB,1,24.4,0.0,0.0,13.8,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,0.0,3.9,3.9
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2018,SG,10,SIB,19,29.0,17.9,6.1,12.9,0.473,3.8,8.7,0.44,1.9,2.1,0.917,0.3,3.1,3.5,3.0,1.7,0.3,1.2,3.8
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2019,SG,7,SIB,23,23.9,20.4,7.2,15.4,0.472,4.2,8.9,0.471,1.7,2.1,0.833,0.8,3.4,4.2,2.4,0.8,0.0,1.5,3.2
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2020,SG,9,SIB,21,14.5,20.8,7.4,18.1,0.409,5.4,12.1,0.442,0.6,0.6,1.0,0.8,2.8,3.6,3.8,1.6,0.2,2.7,4.1
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2021,SG,18,SIB,31,19.6,16.5,5.3,12.7,0.416,4.0,8.9,0.455,1.9,1.9,1.0,0.6,1.8,2.4,1.9,1.5,0.0,0.8,3.4
2021,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2022,SG,14,SIB,32,18.5,18.9,7.1,15.4,0.466,4.1,10.0,0.407,0.6,0.8,0.7,1.0,1.9,2.8,1.8,0.6,0.0,1.3,4.2
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2012,PG,1,ZAB,31,21.1,24.6,8.7,18.1,0.48,5.2,11.8,0.444,2.1,2.2,0.933,0.3,2.1,2.4,2.3,1.5,0.1,2.9,3.5
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2014,SG,1,SIB,32,29.3,24.3,8.5,17.5,0.485,4.4,9.6,0.46,2.8,3.2,0.887,0.4,2.7,3.1,2.4,1.2,0.1,2.4,3.9
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2015,SG,2,SIB,30,24.2,21.9,7.3,17.7,0.414,4.3,10.7,0.401,3.0,3.4,0.882,0.4,2.2,2.6,1.9,1.3,0.1,2.6,4.0
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2016,SG,7,SIB,30,30.4,20.9,7.4,16.6,0.444,4.3,9.7,0.438,2.1,2.4,0.848,0.5,3.7,4.3,2.3,1.2,0.0,1.8,3.6
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,8,SIB,29,18.1,19.1,6.5,15.2,0.428,4.6,11.3,0.403,1.6,2.0,0.773,0.5,3.1,3.6,2.5,0.6,0.0,0.9,3.5
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2017,SG,23,SIB,1,24.4,0.0,0.0,13.8,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.9,0.0,3.9,3.9
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2018,SG,10,SIB,19,29.0,17.9,6.1,12.9,0.473,3.8,8.7,0.44,1.9,2.1,0.917,0.3,3.1,3.5,3.0,1.7,0.3,1.2,3.8
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2019,SG,7,SIB,23,23.9,20.4,7.2,15.4,0.472,4.2,8.9,0.471,1.7,2.1,0.833,0.8,3.4,4.2,2.4,0.8,0.0,1.5,3.2
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2020,SG,9,SIB,21,14.5,20.8,7.4,18.1,0.409,5.4,12.1,0.442,0.6,0.6,1.0,0.8,2.8,3.6,3.8,1.6,0.2,2.7,4.1
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2021,SG,18,SIB,31,19.6,16.5,5.3,12.7,0.416,4.0,8.9,0.455,1.9,1.9,1.0,0.6,1.8,2.4,1.9,1.5,0.0,0.8,3.4
2022,Domagoj Basic,SG,6-4,188,GKK Sibenk,Zagreb,"2008 NBA Draft, Undrafted",Croatia,2022,SG,14,SIB,32,18.5,18.9,7.1,15.4,0.466,4.1,10.0,0.407,0.6,0.8,0.7,1.0,1.9,2.8,1.8,0.6,0.0,1.3,4.2
2019,Lovre Basic,PG,6-3,181,KK Zadar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2016,PG,12,ZAD,17,26.6,17.3,6.1,16.1,0.377,3.3,9.2,0.356,1.9,2.9,0.667,0.9,3.1,3.9,10.3,1.6,0.2,5.3,4.1
2019,Lovre Basic,PG,6-3,181,KK Zadar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2018,PG,15,ZAD,28,20.0,14.1,4.8,13.1,0.366,2.9,9.3,0.315,1.5,2.0,0.783,0.5,3.0,3.5,9.7,2.6,0.1,4.1,5.2
2019,Lovre Basic,PG,6-3,181,KK Zadar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2019,PG,16,ZAD,28,21.0,14.6,4.7,14.2,0.333,3.2,10.3,0.307,2.0,2.4,0.828,0.7,2.9,3.6,9.0,1.8,0.0,3.9,4.5
2019,Lovre Basic,PG,6-3,181,KK Zadar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2020,SG,11,VRI,21,33.8,19.7,5.9,15.3,0.385,3.8,10.3,0.368,4.1,5.0,0.824,0.4,2.6,3.0,12.2,2.9,0.4,5.8,4.2
2019,Lovre Basic,PG,6-3,181,KK Zadar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2023,PG,5,ALK,20,33.9,22.5,7.4,17.6,0.419,3.8,11.8,0.323,3.9,4.9,0.797,0.9,3.9,4.8,12.7,2.2,0.3,5.2,3.9
2020,Lovre Basic,PG,6-3,181,KK Vrijednosnice Osijek,Zadar,"2017 NBA Draft, Undrafted",Croatia,2016,PG,12,ZAD,17,26.6,17.3,6.1,16.1,0.377,3.3,9.2,0.356,1.9,2.9,0.667,0.9,3.1,3.9,10.3,1.6,0.2,5.3,4.1
2020,Lovre Basic,PG,6-3,181,KK Vrijednosnice Osijek,Zadar,"2017 NBA Draft, Undrafted",Croatia,2018,PG,15,ZAD,28,20.0,14.1,4.8,13.1,0.366,2.9,9.3,0.315,1.5,2.0,0.783,0.5,3.0,3.5,9.7,2.6,0.1,4.1,5.2
2020,Lovre Basic,PG,6-3,181,KK Vrijednosnice Osijek,Zadar,"2017 NBA Draft, Undrafted",Croatia,2019,PG,16,ZAD,28,21.0,14.6,4.7,14.2,0.333,3.2,10.3,0.307,2.0,2.4,0.828,0.7,2.9,3.6,9.0,1.8,0.0,3.9,4.5
2020,Lovre Basic,PG,6-3,181,KK Vrijednosnice Osijek,Zadar,"2017 NBA Draft, Undrafted",Croatia,2020,SG,11,VRI,21,33.8,19.7,5.9,15.3,0.385,3.8,10.3,0.368,4.1,5.0,0.824,0.4,2.6,3.0,12.2,2.9,0.4,5.8,4.2
2020,Lovre Basic,PG,6-3,181,KK Vrijednosnice Osijek,Zadar,"2017 NBA Draft, Undrafted",Croatia,2023,PG,5,ALK,20,33.9,22.5,7.4,17.6,0.419,3.8,11.8,0.323,3.9,4.9,0.797,0.9,3.9,4.8,12.7,2.2,0.3,5.2,3.9
2023,Lovre Basic,PG,6-3,181,KK Alkar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2016,PG,12,ZAD,17,26.6,17.3,6.1,16.1,0.377,3.3,9.2,0.356,1.9,2.9,0.667,0.9,3.1,3.9,10.3,1.6,0.2,5.3,4.1
2023,Lovre Basic,PG,6-3,181,KK Alkar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2018,PG,15,ZAD,28,20.0,14.1,4.8,13.1,0.366,2.9,9.3,0.315,1.5,2.0,0.783,0.5,3.0,3.5,9.7,2.6,0.1,4.1,5.2
2023,Lovre Basic,PG,6-3,181,KK Alkar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2019,PG,16,ZAD,28,21.0,14.6,4.7,14.2,0.333,3.2,10.3,0.307,2.0,2.4,0.828,0.7,2.9,3.6,9.0,1.8,0.0,3.9,4.5
2023,Lovre Basic,PG,6-3,181,KK Alkar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2020,SG,11,VRI,21,33.8,19.7,5.9,15.3,0.385,3.8,10.3,0.368,4.1,5.0,0.824,0.4,2.6,3.0,12.2,2.9,0.4,5.8,4.2
2023,Lovre Basic,PG,6-3,181,KK Alkar,Zadar,"2017 NBA Draft, Undrafted",Croatia,2023,PG,5,ALK,20,33.9,22.5,7.4,17.6,0.419,3.8,11.8,0.323,3.9,4.9,0.797,0.9,3.9,4.8,12.7,2.2,0.3,5.2,3.9
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2012,SF,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2015,SF,8,ZAG,34,25.2,18.6,7.0,14.0,0.502,1.3,4.3,0.303,3.3,4.0,0.831,1.9,4.8,6.6,4.5,1.4,0.0,4.0,4.4
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2016,SF,10,ZAG,34,25.1,19.0,6.8,13.9,0.49,2.9,7.0,0.419,2.5,3.1,0.8,2.1,4.6,6.6,3.7,0.9,0.3,3.2,4.7
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2017,SF,13,ZAG,27,29.3,16.8,6.4,13.7,0.465,2.2,5.2,0.419,1.9,2.4,0.775,3.1,5.5,8.5,3.9,1.3,0.1,2.6,4.4
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2019,SF,10,ZAB,24,30.3,19.1,7.5,15.5,0.481,1.6,4.3,0.385,2.6,3.3,0.78,2.0,4.1,6.1,5.4,1.6,0.2,3.0,3.8
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2020,SF,9,SRKL,20,32.8,20.3,7.0,15.4,0.455,1.8,5.0,0.353,4.5,5.2,0.873,1.5,4.3,5.9,4.8,1.0,0.4,3.6,3.5
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2021,SF,19,VEL,28,21.2,15.5,6.2,12.4,0.503,1.6,5.2,0.313,1.5,1.5,0.947,2.2,5.5,7.7,4.2,1.9,0.2,2.4,3.6
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2022,SF,22,VEL,21,20.5,16.2,6.2,11.6,0.538,1.8,3.7,0.485,1.9,2.5,0.773,1.6,4.2,5.8,3.6,1.1,0.3,2.6,5.4
2019,Ivan Batur,SF,6-7,185,KK Zabok,Zadar,"2013 NBA Draft, Undrafted",Croatia,2023,PF,15,VEL,30,30.4,18.5,7.3,15.4,0.473,1.3,3.9,0.338,2.6,3.3,0.806,3.2,5.3,8.5,3.9,1.4,0.2,3.8,3.5
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2012,SF,19,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2015,SF,8,ZAG,34,25.2,18.6,7.0,14.0,0.502,1.3,4.3,0.303,3.3,4.0,0.831,1.9,4.8,6.6,4.5,1.4,0.0,4.0,4.4
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2016,SF,10,ZAG,34,25.1,19.0,6.8,13.9,0.49,2.9,7.0,0.419,2.5,3.1,0.8,2.1,4.6,6.6,3.7,0.9,0.3,3.2,4.7
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2017,SF,13,ZAG,27,29.3,16.8,6.4,13.7,0.465,2.2,5.2,0.419,1.9,2.4,0.775,3.1,5.5,8.5,3.9,1.3,0.1,2.6,4.4
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2019,SF,10,ZAB,24,30.3,19.1,7.5,15.5,0.481,1.6,4.3,0.385,2.6,3.3,0.78,2.0,4.1,6.1,5.4,1.6,0.2,3.0,3.8
2020,Ivan Batur,SF,6-7,185,KK Skrljevo,Zadar,"2013 NBA Draft, Undrafted",Croatia,2020,SF,9,SRKL,20,32.8,20.3,7.0,15.4,0.455,1.8,5.0,0.353,4.5,5.2,0.873,1.5,4.3,5.9,4.8,1.0,0.4,3.6,3.5
