Year,Position,#,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
2012,F,12,Ivan Opacak,CED,21,18.5,20.0,7.3,15.0,0.488,2.0,4.8,0.41,3.5,4.5,0.778,2.2,3.1,5.3,1.9,0.6,0.1,2.1,6.1
2012,F,13,Chris Owens,CED,20,19.5,19.5,7.3,14.7,0.496,0.4,2.6,0.143,4.6,5.9,0.771,2.3,7.3,9.6,2.6,2.2,2.0,3.0,6.4
2012,F,14,Toni Dijan,SPL,26,23.6,19.4,7.5,12.6,0.596,0.5,2.1,0.222,3.9,5.0,0.781,3.2,6.0,9.2,3.4,1.3,0.5,3.9,6.8
2012,F,15,Dino Cinac,KVA,30,27.2,19.4,6.9,15.1,0.457,1.7,5.5,0.309,3.9,6.1,0.635,2.9,9.1,12.0,1.2,1.8,0.5,2.2,5.7
2012,F,16,Ive Ivanov,ZAD,36,33.0,18.6,7.8,13.6,0.57,0.0,0.0,0.0,3.1,5.7,0.546,5.0,5.9,10.9,1.8,2.1,0.4,2.3,3.7
2012,F,17,Antonio Ostric,DUB,23,23.3,18.4,6.8,13.2,0.514,2.5,5.8,0.431,2.3,3.5,0.667,2.3,6.1,8.4,1.9,1.1,0.2,1.5,5.5
2012,F,18,Luka Babic,SPL,37,25.0,17.7,7.0,13.5,0.517,2.0,5.8,0.339,1.8,3.5,0.522,1.8,6.0,7.7,2.9,1.9,1.0,2.5,3.4
2012,F,19,Ivan Batur,ZAD,31,15.7,17.6,6.6,17.1,0.385,2.2,6.7,0.324,2.3,2.8,0.821,1.8,4.9,6.7,2.2,1.6,0.2,3.9,5.5
2012,F,20,Mladen Gligora,KRI,30,24.8,17.1,6.7,12.5,0.539,1.4,4.4,0.324,2.3,2.8,0.795,1.3,4.6,5.9,1.4,0.8,0.3,2.3,5.5
2012,F,21,Marin Rozic,CIB,20,26.1,16.8,6.3,12.9,0.493,1.3,4.9,0.264,2.8,4.2,0.674,1.9,6.4,8.4,2.7,3.4,0.4,2.4,4.7
2012,F,22,Tomislav Ramljak,PUN,23,18.4,14.3,5.1,10.6,0.484,1.1,3.0,0.385,3.0,4.4,0.667,2.2,9.2,11.3,1.2,1.7,0.7,2.0,3.3
2012,F,1,Ivan Grgat,KRI,28,22.1,30.0,10.5,15.7,0.67,0.4,0.9,0.455,8.5,10.5,0.809,3.8,9.3,13.1,1.9,0.2,0.4,3.6,5.7
2012,F,2,Andrija Zizic,CIB,19,16.3,24.5,8.5,15.2,0.561,0.0,0.0,0.0,7.5,10.1,0.738,4.5,6.7,11.2,2.0,1.4,0.2,4.0,9.6
2012,F,3,Tomislav Zubcic,CIB,20,11.7,24.0,7.6,17.7,0.43,1.4,7.0,0.206,5.7,6.6,0.875,3.7,4.9,8.6,2.9,2.5,0.6,3.9,7.8
2012,F,4,Veljko Budimir,VRI,30,29.9,23.1,8.8,18.1,0.487,2.3,6.3,0.364,3.2,4.8,0.674,1.6,5.9,7.5,1.3,1.9,0.5,2.5,4.1
2012,F,5,Marjan Cakarun,PUN,28,24.2,22.0,8.7,16.2,0.537,0.0,0.1,0.0,4.5,6.7,0.674,2.6,8.4,11.0,1.7,2.1,0.9,3.6,4.2
2012,F,6,Stipe Tesija,ALK,29,16.8,21.7,8.1,13.8,0.586,0.7,2.2,0.318,4.8,6.2,0.778,3.8,8.2,11.9,1.7,2.7,0.9,4.7,5.8
2012,F,7,Mate Mrva,JOL,34,30.1,20.2,7.5,16.1,0.464,1.6,5.9,0.278,3.7,4.6,0.796,3.7,5.4,9.1,2.6,1.7,0.5,3.1,3.5
2012,F,8,Frano Karac,DUB,24,16.7,19.9,6.5,13.6,0.474,2.0,6.5,0.315,4.9,7.7,0.641,2.3,8.7,11.0,1.3,0.8,0.1,2.4,5.1
2012,F,9,Ljubo Samadan,SLA,33,30.0,18.0,6.5,15.8,0.411,2.6,8.9,0.295,2.4,3.3,0.71,1.4,6.0,7.4,1.9,1.4,0.5,2.7,4.7
2012,F,10,Vedran Vukusic,CED,16,21.6,17.8,6.4,13.6,0.469,1.0,5.5,0.175,4.0,5.3,0.763,2.4,6.1,8.5,3.2,1.2,0.3,2.1,6.8
2012,F,11,Zoran Pehar,KVA,29,16.5,16.6,6.1,9.8,0.622,0.0,0.0,0.0,4.4,8.0,0.55,3.7,7.2,10.9,1.4,0.5,0.4,2.4,7.1
2012,F,12,Sasa Jankovic,ZAB,33,21.2,15.4,6.1,11.9,0.514,0.8,3.8,0.214,2.4,3.2,0.761,1.8,4.5,6.3,1.7,1.4,0.5,2.4,7.2
2012,F,13,Zeljko Zupic,ALK,29,28.7,15.4,5.8,14.3,0.403,1.8,5.8,0.307,2.1,3.3,0.621,3.8,6.9,10.7,2.1,1.6,1.7,2.6,5.2
2012,F,14,Nikola Dosen,DUB,27,25.1,14.2,5.0,11.5,0.436,1.1,3.7,0.288,3.1,3.9,0.8,1.3,4.5,5.8,4.1,1.6,0.4,2.9,5.0
2012,F,15,Marko Ramljak,ZAD,34,17.4,9.4,3.6,8.5,0.429,0.1,0.9,0.091,2.0,3.2,0.641,2.7,5.1,7.8,2.3,2.3,0.6,2.6,5.1
